ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2022-02-22 19:59:00 509m





Relative time;HS3-100(17654).Ch2;HS3-100(17654).Ch1
s;V;V
0;0.03203125;3.3339844
0.000300000000001788;0.027734375;3.328125
0.000600000000003576;0.03125;3.3203125
0.000900000000005364;0.0265625;3.3300781
0.00120000000000715;0.029296875;3.3242188
0.00150000000000894;0.02890625;3.328125
0.00180000000001073;0.024609375;3.3300781
0.00210000000001252;0.0265625;3.3242188
0.00240000000001431;0.0265625;3.328125
0.00270000000001609;0.028515625;3.3222656
0.00300000000001788;0.028515625;3.328125
0.00330000000001967;0.026171875;3.3300781
0.00360000000002146;0.028125;3.3261719
0.00390000000002325;0.03046875;3.328125
0.00420000000002503;0.028515625;3.3320313
0.00450000000002682;0.0296875;3.328125
0.00480000000002861;0.026953125;3.328125
0.0051000000000304;0.027734375;3.3300781
0.00540000000003219;0.0265625;3.3222656
0.00570000000003398;0.029296875;3.328125
0.00600000000003576;0.02578125;3.3242188
0.00630000000003755;0.02578125;3.3320313
0.00660000000003934;0.028515625;3.3242188
0.00690000000004113;0.03046875;3.3359375
0.00720000000004291;0.028515625;3.3359375
0.0075000000000447;0.03125;3.328125
0.00780000000004649;0.028515625;3.328125
0.00810000000004828;0.028515625;3.328125
0.00840000000005007;0.028515625;3.3242188
0.00870000000005186;0.028515625;3.3300781
0.00900000000005364;0.03046875;3.3320313
0.00930000000005543;0.030859375;3.3261719
0.00960000000005722;0.02890625;3.3339844
0.00990000000005901;0.026171875;3.3300781
0.0102000000000608;0.028515625;3.3242188
0.0105000000000626;0.028515625;3.3242188
0.0108000000000644;0.029296875;3.3300781
0.0111000000000662;0.02734375;3.3242188
0.011400000000068;0.029296875;3.3320313
0.0117000000000697;0.028515625;3.3300781
0.0120000000000715;0.029296875;3.3261719
0.0123000000000733;0.02734375;3.3300781
0.0126000000000751;0.02890625;3.3261719
0.0129000000000769;0.026171875;3.3183594
0.0132000000000787;0.028125;3.3300781
0.0135000000000805;0.027734375;3.3242188
0.0138000000000823;0.02890625;3.3320313
0.014100000000084;0.025390625;3.3203125
0.0144000000000858;0.026953125;3.328125
0.0147000000000876;0.02734375;3.3261719
0.0150000000000894;0.026171875;3.3261719
0.0153000000000912;0.0296875;3.328125
0.015600000000093;0.02734375;3.3359375
0.0159000000000948;0.030859375;3.3320313
0.0162000000000966;0.02578125;3.3261719
0.0165000000000983;0.0296875;3.328125
0.0168000000001001;0.03203125;3.3242188
0.0171000000001019;0.030078125;3.3320313
0.0174000000001037;0.029296875;3.3242188
0.0177000000001055;0.02578125;3.3339844
0.0180000000001073;0.029296875;3.3222656
0.0183000000001091;0.02890625;3.328125
0.0186000000001109;0.028515625;3.3242188
0.0189000000001127;0.028515625;3.3320313
0.0192000000001144;0.02890625;3.3300781
0.0195000000001162;0.0265625;3.3222656
0.019800000000118;0.030078125;3.328125
0.0201000000001198;0.028515625;3.3300781
0.0204000000001216;0.028125;3.328125
0.0207000000001234;0.030859375;3.3242188
0.0210000000001252;0.02578125;3.3183594
0.021300000000127;0.03203125;3.3222656
0.0216000000001287;0.02890625;3.3320313
0.0219000000001305;0.031640625;3.3300781
0.0222000000001323;0.02578125;3.3339844
0.0225000000001341;0.03046875;3.3300781
0.0228000000001359;0.028125;3.3300781
0.0231000000001377;0.024609375;3.3300781
0.0234000000001395;0.029296875;3.3261719
0.0237000000001413;0.026171875;3.3261719
0.0240000000001431;0.029296875;3.328125
0.0243000000001448;0.028515625;3.3339844
0.0246000000001466;0.0296875;3.328125
0.0249000000001484;0.028125;3.3300781
0.0252000000001502;0.026171875;3.3261719
