Aux out [V]	Aux in [V]	Aux out [V]	PDH out [a.u.]
-4.7653E-1	6.6748E-1	-4.7653E-1	-3.5550E+3
-4.7629E-1	6.7725E-1	-4.7629E-1	-3.5730E+3
-4.7616E-1	6.8896E-1	-4.7616E-1	-3.4740E+3
-4.7604E-1	6.9189E-1	-4.7604E-1	-4.1230E+3
-4.7592E-1	7.0166E-1	-4.7592E-1	-4.4800E+3
-4.7568E-1	7.1021E-1	-4.7568E-1	-3.7600E+3
-4.7555E-1	7.1655E-1	-4.7555E-1	-2.6570E+3
-4.7543E-1	7.1875E-1	-4.7543E-1	-1.7710E+3
-4.7531E-1	7.2144E-1	-4.7531E-1	-1.2450E+3
-4.7507E-1	7.2192E-1	-4.7507E-1	-6.9300E+2
-4.7494E-1	7.2290E-1	-4.7494E-1	2.8100E+2
-4.7482E-1	7.1997E-1	-4.7482E-1	1.5900E+3
-4.7458E-1	7.1338E-1	-4.7458E-1	2.0960E+3
-4.7446E-1	7.0605E-1	-4.7446E-1	3.1950E+3
-4.7433E-1	6.9263E-1	-4.7433E-1	3.7450E+3
-4.7421E-1	6.7676E-1	-4.7421E-1	3.5810E+3
-4.7397E-1	6.7090E-1	-4.7397E-1	3.4240E+3
-4.7384E-1	6.6309E-1	-4.7384E-1	3.2040E+3
-4.7372E-1	6.5601E-1	-4.7372E-1	2.8400E+3
-4.7360E-1	6.4941E-1	-4.7360E-1	2.3810E+3
-4.7336E-1	6.4722E-1	-4.7336E-1	2.9460E+3
-4.7323E-1	6.4185E-1	-4.7323E-1	2.5250E+3
-4.7311E-1	6.4014E-1	-4.7311E-1	2.3780E+3
-4.7287E-1	6.3281E-1	-4.7287E-1	1.8800E+3
-4.7275E-1	6.2866E-1	-4.7275E-1	1.5980E+3
-4.7262E-1	6.2305E-1	-4.7262E-1	1.5450E+3
-4.7250E-1	6.1719E-1	-4.7250E-1	1.1670E+3
-4.7226E-1	6.1377E-1	-4.7226E-1	7.0600E+2
-4.7214E-1	6.1035E-1	-4.7214E-1	9.0300E+2
-4.7201E-1	6.0938E-1	-4.7201E-1	1.1660E+3
-4.7189E-1	6.0571E-1	-4.7189E-1	1.1860E+3
-4.7165E-1	6.0254E-1	-4.7165E-1	6.1700E+2
-4.7153E-1	6.0181E-1	-4.7153E-1	7.6200E+2
-4.7140E-1	6.0425E-1	-4.7140E-1	9.2100E+2
-4.7116E-1	5.9961E-1	-4.7116E-1	4.2200E+2
-4.7104E-1	5.9790E-1	-4.7104E-1	3.0700E+2
-4.7091E-1	5.9595E-1	-4.7091E-1	2.1400E+2
-4.7079E-1	5.9375E-1	-4.7079E-1	1.0700E+2
-4.7055E-1	5.9302E-1	-4.7055E-1	3.8900E+2
-4.7043E-1	5.9058E-1	-4.7043E-1	4.7800E+2
-4.7030E-1	5.8765E-1	-4.7030E-1	1.0790E+3
-4.7006E-1	5.8716E-1	-4.7006E-1	1.5200E+2
-4.6994E-1	5.8691E-1	-4.6994E-1	-2.9900E+2
-4.6982E-1	5.8643E-1	-4.6982E-1	-1.5500E+2
-4.6969E-1	5.8594E-1	-4.6969E-1	2.2300E+2
-4.6945E-1	5.8447E-1	-4.6945E-1	2.9100E+2
-4.6933E-1	5.8252E-1	-4.6933E-1	1.2500E+2
-4.6921E-1	5.8276E-1	-4.6921E-1	3.3900E+2
-4.6908E-1	5.8130E-1	-4.6908E-1	1.6700E+2
-4.6884E-1	5.7886E-1	-4.6884E-1	1.5900E+2
-4.6872E-1	5.8008E-1	-4.6872E-1	4.2900E+2
-4.6860E-1	5.7764E-1	-4.6860E-1	4.0700E+2
-4.6835E-1	5.7666E-1	-4.6835E-1	-1.9200E+2
-4.6823E-1	5.7495E-1	-4.6823E-1	2.4100E+2
-4.6811E-1	5.7593E-1	-4.6811E-1	2.7600E+2
-4.6799E-1	5.7471E-1	-4.6799E-1	9.0900E+2
-4.6774E-1	5.7373E-1	-4.6774E-1	3.0100E+2
-4.6762E-1	5.7373E-1	-4.6762E-1	2.1400E+2
-4.6750E-1	5.7129E-1	-4.6750E-1	-4.8000E+1
-4.6737E-1	5.7178E-1	-4.6737E-1	3.9000E+2
-4.6713E-1	5.7080E-1	-4.6713E-1	2.2000E+2
-4.6701E-1	5.6958E-1	-4.6701E-1	-2.0300E+2
-4.6689E-1	5.6982E-1	-4.6689E-1	-4.3000E+2
-4.6664E-1	5.7056E-1	-4.6664E-1	3.2000E+1
-4.6652E-1	5.6812E-1	-4.6652E-1	3.5200E+2
-4.6640E-1	5.6860E-1	-4.6640E-1	-1.5900E+2
-4.6628E-1	5.6543E-1	-4.6628E-1	-9.9000E+1
-4.6603E-1	5.6494E-1	-4.6603E-1	-4.2500E+2
-4.6591E-1	5.6641E-1	-4.6591E-1	-1.5000E+2
-4.6579E-1	5.6445E-1	-4.6579E-1	1.8300E+2
-4.6567E-1	5.6543E-1	-4.6567E-1	-1.0500E+2
-4.6542E-1	5.6543E-1	-4.6542E-1	-4.1200E+2
-4.6530E-1	5.6519E-1	-4.6530E-1	1.9800E+2
-4.6518E-1	5.6372E-1	-4.6518E-1	-3.3200E+2
-4.6493E-1	5.6177E-1	-4.6493E-1	-4.2100E+2
-4.6481E-1	5.6201E-1	-4.6481E-1	-6.4700E+2
-4.6469E-1	5.6274E-1	-4.6469E-1	6.5200E+2
-4.6457E-1	5.6177E-1	-4.6457E-1	2.5800E+2
-4.6432E-1	5.6152E-1	-4.6432E-1	-8.6000E+1
-4.6420E-1	5.6226E-1	-4.6420E-1	4.4500E+2
-4.6408E-1	5.6055E-1	-4.6408E-1	-1.0700E+2
-4.6396E-1	5.5811E-1	-4.6396E-1	1.7800E+2
-4.6371E-1	5.6152E-1	-4.6371E-1	-1.2800E+2
-4.6359E-1	5.5957E-1	-4.6359E-1	2.4000E+2
-4.6347E-1	5.5957E-1	-4.6347E-1	4.5100E+2
-4.6322E-1	5.5908E-1	-4.6322E-1	-1.0200E+2
-4.6310E-1	5.5786E-1	-4.6310E-1	-3.2000E+1
-4.6298E-1	5.5884E-1	-4.6298E-1	-2.0800E+2
-4.6286E-1	5.5981E-1	-4.6286E-1	-6.4000E+1
-4.6261E-1	5.5908E-1	-4.6261E-1	4.2900E+2
-4.6249E-1	5.5688E-1	-4.6249E-1	1.1200E+2
-4.6237E-1	5.5664E-1	-4.6237E-1	-3.8700E+2
-4.6225E-1	5.5688E-1	-4.6225E-1	-1.0300E+2
-4.6200E-1	5.5542E-1	-4.6200E-1	-7.6900E+2
-4.6188E-1	5.5688E-1	-4.6188E-1	4.0900E+2
-4.6176E-1	5.5640E-1	-4.6176E-1	-7.7000E+1
-4.6151E-1	5.5469E-1	-4.6151E-1	1.2600E+2
-4.6139E-1	5.5542E-1	-4.6139E-1	-3.1800E+2
-4.6127E-1	5.5493E-1	-4.6127E-1	-3.2200E+2
-4.6103E-1	5.5347E-1	-4.6103E-1	2.4500E+2
-4.6090E-1	5.5713E-1	-4.6090E-1	-6.0900E+2
-4.6078E-1	5.5566E-1	-4.6078E-1	-6.6000E+1
-4.6066E-1	5.5249E-1	-4.6066E-1	-5.6700E+2
-4.6054E-1	5.5371E-1	-4.6054E-1	-1.8700E+2
-4.6029E-1	5.5444E-1	-4.6029E-1	-7.4000E+2
-4.6017E-1	5.5371E-1	-4.6017E-1	-3.9000E+1
-4.6005E-1	5.5420E-1	-4.6005E-1	1.5000E+2
-4.5981E-1	5.5322E-1	-4.5981E-1	-6.5200E+2
-4.5968E-1	5.5249E-1	-4.5968E-1	-7.2000E+1
-4.5956E-1	5.5225E-1	-4.5956E-1	-1.6100E+2
-4.5932E-1	5.5200E-1	-4.5932E-1	-1.9800E+2
-4.5920E-1	5.5322E-1	-4.5920E-1	-6.8500E+2
-4.5907E-1	5.5347E-1	-4.5907E-1	1.2800E+2
-4.5895E-1	5.5151E-1	-4.5895E-1	8.3500E+2
-4.5871E-1	5.5298E-1	-4.5871E-1	-2.7900E+2
-4.5859E-1	5.5396E-1	-4.5859E-1	4.1000E+1
-4.5846E-1	5.5176E-1	-4.5846E-1	9.2000E+1
-4.5834E-1	5.5127E-1	-4.5834E-1	-7.7000E+1
-4.5810E-1	5.5151E-1	-4.5810E-1	-3.5800E+2
-4.5797E-1	5.5176E-1	-4.5797E-1	-5.0700E+2
-4.5785E-1	5.5103E-1	-4.5785E-1	-1.5800E+2
-4.5761E-1	5.5029E-1	-4.5761E-1	-2.0700E+2
-4.5749E-1	5.5151E-1	-4.5749E-1	-3.2300E+2
-4.5736E-1	5.5029E-1	-4.5736E-1	-1.3600E+2
-4.5724E-1	5.5054E-1	-4.5724E-1	-3.4700E+2
-4.5700E-1	5.4980E-1	-4.5700E-1	2.2300E+2
-4.5688E-1	5.4980E-1	-4.5688E-1	6.0300E+2
-4.5675E-1	5.5225E-1	-4.5675E-1	-5.3800E+2
-4.5663E-1	5.5029E-1	-4.5663E-1	3.9000E+1
-4.5639E-1	5.5225E-1	-4.5639E-1	-4.7600E+2
-4.5627E-1	5.5054E-1	-4.5627E-1	2.3400E+2
-4.5614E-1	5.5103E-1	-4.5614E-1	-1.0000E+1
-4.5590E-1	5.5200E-1	-4.5590E-1	-4.5800E+2
-4.5578E-1	5.5249E-1	-4.5578E-1	-2.1000E+2
-4.5566E-1	5.5054E-1	-4.5566E-1	-4.1600E+2
-4.5553E-1	5.5005E-1	-4.5553E-1	-2.7200E+2
-4.5529E-1	5.5127E-1	-4.5529E-1	6.3000E+1
-4.5517E-1	5.4907E-1	-4.5517E-1	-3.9200E+2
-4.5504E-1	5.5103E-1	-4.5504E-1	-3.1200E+2
-4.5492E-1	5.5103E-1	-4.5492E-1	-1.1240E+3
-4.5468E-1	5.5054E-1	-4.5468E-1	-6.2400E+2
-4.5456E-1	5.5005E-1	-4.5456E-1	-4.1600E+2
-4.5443E-1	5.5103E-1	-4.5443E-1	-1.2900E+2
-4.5419E-1	5.5103E-1	-4.5419E-1	-2.6900E+2
-4.5407E-1	5.5249E-1	-4.5407E-1	-3.6200E+2
-4.5395E-1	5.5151E-1	-4.5395E-1	-4.3600E+2
-4.5382E-1	5.4932E-1	-4.5382E-1	-2.4800E+2
-4.5358E-1	5.5396E-1	-4.5358E-1	6.1000E+1
-4.5346E-1	5.5249E-1	-4.5346E-1	-9.4200E+2
-4.5334E-1	5.5322E-1	-4.5334E-1	-5.4700E+2
-4.5321E-1	5.5298E-1	-4.5321E-1	-2.8800E+2
-4.5297E-1	5.5273E-1	-4.5297E-1	-3.8500E+2
-4.5285E-1	5.5469E-1	-4.5285E-1	-9.6800E+2
-4.5273E-1	5.5493E-1	-4.5273E-1	-9.0700E+2
-4.5248E-1	5.5762E-1	-4.5248E-1	-8.7500E+2
-4.5236E-1	5.5591E-1	-4.5236E-1	-5.5900E+2
-4.5224E-1	5.5908E-1	-4.5224E-1	-1.0030E+3
-4.5211E-1	5.5933E-1	-4.5211E-1	-1.9000E+3
-4.5187E-1	5.6152E-1	-4.5187E-1	-1.6890E+3
-4.5175E-1	5.6177E-1	-4.5175E-1	-2.0240E+3
-4.5163E-1	5.6226E-1	-4.5163E-1	-1.7840E+3
-4.5138E-1	5.6567E-1	-4.5138E-1	-2.8320E+3
-4.5126E-1	5.7080E-1	-4.5126E-1	-2.6930E+3
-4.5114E-1	5.7129E-1	-4.5114E-1	-2.7810E+3
-4.5102E-1	5.7715E-1	-4.5102E-1	-3.5220E+3
-4.5077E-1	5.8545E-1	-4.5077E-1	-3.4070E+3
-4.5065E-1	5.8667E-1	-4.5065E-1	-3.0560E+3
-4.5053E-1	5.8960E-1	-4.5053E-1	-2.2270E+3
-4.5041E-1	5.9302E-1	-4.5041E-1	-2.0660E+3
-4.5016E-1	5.9375E-1	-4.5016E-1	1.1700E+2
-4.5004E-1	5.9204E-1	-4.5004E-1	5.9000E+2
-4.4992E-1	5.9326E-1	-4.4992E-1	1.4460E+3
-4.4967E-1	5.9106E-1	-4.4967E-1	1.6150E+3
-4.4955E-1	5.8936E-1	-4.4955E-1	2.3760E+3
-4.4943E-1	5.8862E-1	-4.4943E-1	2.5180E+3
-4.4931E-1	5.8350E-1	-4.4931E-1	2.5640E+3
-4.4906E-1	5.7935E-1	-4.4906E-1	2.9000E+3
-4.4894E-1	5.7349E-1	-4.4894E-1	2.8120E+3
-4.4882E-1	5.7007E-1	-4.4882E-1	2.0020E+3
-4.4870E-1	5.6665E-1	-4.4870E-1	1.3900E+3
-4.4845E-1	5.6616E-1	-4.4845E-1	1.2890E+3
-4.4833E-1	5.6372E-1	-4.4833E-1	6.4400E+2
-4.4821E-1	5.6177E-1	-4.4821E-1	5.9700E+2
-4.4796E-1	5.6177E-1	-4.4796E-1	-7.9000E+1
-4.4784E-1	5.6201E-1	-4.4784E-1	1.0350E+3
-4.4772E-1	5.5933E-1	-4.4772E-1	1.6800E+2
-4.4760E-1	5.6030E-1	-4.4760E-1	-3.4100E+2
-4.4735E-1	5.5957E-1	-4.4735E-1	6.7300E+2
-4.4723E-1	5.5762E-1	-4.4723E-1	9.9000E+1
-4.4711E-1	5.5786E-1	-4.4711E-1	-1.4400E+2
-4.4699E-1	5.5664E-1	-4.4699E-1	-6.6300E+2
-4.4674E-1	5.5640E-1	-4.4674E-1	3.4500E+2
-4.4662E-1	5.5591E-1	-4.4662E-1	1.1000E+2
-4.4650E-1	5.5640E-1	-4.4650E-1	9.4000E+1
-4.4626E-1	5.5542E-1	-4.4626E-1	-3.3400E+2
-4.4613E-1	5.5640E-1	-4.4613E-1	-3.2800E+2
-4.4601E-1	5.5640E-1	-4.4601E-1	3.5000E+2
-4.4589E-1	5.5664E-1	-4.4589E-1	1.0100E+2
-4.4564E-1	5.5518E-1	-4.4564E-1	-6.6900E+2
-4.4552E-1	5.5371E-1	-4.4552E-1	-3.5600E+2
-4.4540E-1	5.5591E-1	-4.4540E-1	-8.0400E+2
-4.4528E-1	5.5688E-1	-4.4528E-1	-6.4900E+2
-4.4503E-1	5.5615E-1	-4.4503E-1	-2.7000E+2
-4.4491E-1	5.5444E-1	-4.4491E-1	-3.4900E+2
-4.4479E-1	5.5396E-1	-4.4479E-1	-1.7000E+2
-4.4455E-1	5.5518E-1	-4.4455E-1	-5.7000E+2
-4.4442E-1	5.5542E-1	-4.4442E-1	-2.9400E+2
-4.4430E-1	5.5518E-1	-4.4430E-1	-5.9600E+2
-4.4418E-1	5.5640E-1	-4.4418E-1	-2.4700E+2
-4.4394E-1	5.5615E-1	-4.4394E-1	-1.0840E+3
-4.4381E-1	5.5713E-1	-4.4381E-1	-3.4500E+2
-4.4369E-1	5.5737E-1	-4.4369E-1	-8.8500E+2
-4.4357E-1	5.5640E-1	-4.4357E-1	2.8000E+1
-4.4333E-1	5.5640E-1	-4.4333E-1	-3.6900E+2
-4.4320E-1	5.5664E-1	-4.4320E-1	5.0000E+1
-4.4308E-1	5.5615E-1	-4.4308E-1	-2.8800E+2
-4.4284E-1	5.5713E-1	-4.4284E-1	-8.5700E+2
-4.4272E-1	5.5811E-1	-4.4272E-1	-6.2400E+2
-4.4259E-1	5.5713E-1	-4.4259E-1	-7.1400E+2
-4.4247E-1	5.5859E-1	-4.4247E-1	-8.5300E+2
-4.4223E-1	5.5786E-1	-4.4223E-1	-2.1200E+2
-4.4210E-1	5.5811E-1	-4.4210E-1	-5.2300E+2
-4.4198E-1	5.5737E-1	-4.4198E-1	-3.1400E+2
-4.4174E-1	5.5786E-1	-4.4174E-1	-2.8500E+2
-4.4162E-1	5.5957E-1	-4.4162E-1	-6.1100E+2
-4.4149E-1	5.5981E-1	-4.4149E-1	-4.2900E+2
-4.4137E-1	5.5859E-1	-4.4137E-1	-1.2920E+3
-4.4113E-1	5.6177E-1	-4.4113E-1	-4.1200E+2
-4.4101E-1	5.5981E-1	-4.4101E-1	-7.9400E+2
-4.4088E-1	5.6177E-1	-4.4088E-1	5.8900E+2
-4.4064E-1	5.6177E-1	-4.4064E-1	-2.4500E+2
-4.4052E-1	5.6128E-1	-4.4052E-1	-4.3400E+2
-4.4040E-1	5.6128E-1	-4.4040E-1	-8.8200E+2
-4.4027E-1	5.5957E-1	-4.4027E-1	-8.7500E+2
-4.4003E-1	5.5981E-1	-4.4003E-1	-5.9100E+2
-4.3991E-1	5.6177E-1	-4.3991E-1	-6.4000E+1
-4.3979E-1	5.6226E-1	-4.3979E-1	-7.0200E+2
-4.3966E-1	5.6250E-1	-4.3966E-1	-1.0790E+3
-4.3942E-1	5.6348E-1	-4.3942E-1	-6.7100E+2
-4.3930E-1	5.6348E-1	-4.3930E-1	-3.5800E+2
-4.3917E-1	5.6348E-1	-4.3917E-1	-6.0200E+2
-4.3893E-1	5.6421E-1	-4.3893E-1	-4.8000E+2
-4.3881E-1	5.6494E-1	-4.3881E-1	-6.9700E+2
-4.3869E-1	5.6543E-1	-4.3869E-1	-2.8100E+2
-4.3856E-1	5.6616E-1	-4.3856E-1	-5.4200E+2
-4.3832E-1	5.6494E-1	-4.3832E-1	-3.4100E+2
-4.3820E-1	5.6494E-1	-4.3820E-1	-3.1100E+2
-4.3808E-1	5.6689E-1	-4.3808E-1	-7.8200E+2
-4.3795E-1	5.6763E-1	-4.3795E-1	-8.6000E+2
-4.3771E-1	5.6567E-1	-4.3771E-1	-2.8700E+2
-4.3759E-1	5.6836E-1	-4.3759E-1	-1.0350E+3
-4.3747E-1	5.6665E-1	-4.3747E-1	-6.0000E+2
-4.3722E-1	5.6885E-1	-4.3722E-1	-2.1100E+2
-4.3710E-1	5.6934E-1	-4.3710E-1	-5.6900E+2
-4.3698E-1	5.6958E-1	-4.3698E-1	-8.4000E+2
-4.3686E-1	5.6885E-1	-4.3686E-1	-8.7500E+2
-4.3661E-1	5.7007E-1	-4.3661E-1	-9.8800E+2
-4.3649E-1	5.6958E-1	-4.3649E-1	-1.8100E+2
-4.3637E-1	5.6934E-1	-4.3637E-1	-5.3800E+2
-4.3624E-1	5.7031E-1	-4.3624E-1	-3.9800E+2
-4.3600E-1	5.7129E-1	-4.3600E-1	-5.5600E+2
-4.3588E-1	5.7227E-1	-4.3588E-1	-5.1800E+2
-4.3576E-1	5.7275E-1	-4.3576E-1	-3.7100E+2
-4.3551E-1	5.7251E-1	-4.3551E-1	-8.2500E+2
-4.3539E-1	5.7373E-1	-4.3539E-1	-9.1300E+2
-4.3527E-1	5.7495E-1	-4.3527E-1	-5.0900E+2
-4.3515E-1	5.7324E-1	-4.3515E-1	-5.7600E+2
-4.3490E-1	5.7471E-1	-4.3490E-1	-8.2900E+2
-4.3478E-1	5.7593E-1	-4.3478E-1	-7.9700E+2
-4.3466E-1	5.7642E-1	-4.3466E-1	-7.8700E+2
-4.3441E-1	5.7715E-1	-4.3441E-1	-5.8700E+2
-4.3429E-1	5.7764E-1	-4.3429E-1	-5.4000E+2
-4.3417E-1	5.7593E-1	-4.3417E-1	-1.3000E+2
-4.3405E-1	5.7813E-1	-4.3405E-1	-5.6200E+2
-4.3380E-1	5.7837E-1	-4.3380E-1	-7.2000E+1
-4.3368E-1	5.7764E-1	-4.3368E-1	-5.4000E+2
-4.3356E-1	5.7837E-1	-4.3356E-1	-8.2400E+2
-4.3344E-1	5.7910E-1	-4.3344E-1	-7.1900E+2
-4.3319E-1	5.7837E-1	-4.3319E-1	-1.2470E+3
-4.3307E-1	5.8130E-1	-4.3307E-1	-9.6000E+2
-4.3295E-1	5.8057E-1	-4.3295E-1	-1.0570E+3
-4.3270E-1	5.8032E-1	-4.3270E-1	-5.1600E+2
-4.3258E-1	5.8032E-1	-4.3258E-1	-1.5200E+2
-4.3246E-1	5.8130E-1	-4.3246E-1	-9.5700E+2
-4.3234E-1	5.8350E-1	-4.3234E-1	-8.5900E+2
-4.3209E-1	5.8154E-1	-4.3209E-1	-7.1100E+2
-4.3197E-1	5.8374E-1	-4.3197E-1	-9.6900E+2
-4.3185E-1	5.8398E-1	-4.3185E-1	-5.9900E+2
-4.3173E-1	5.8423E-1	-4.3173E-1	-1.2040E+3
-4.3148E-1	5.8545E-1	-4.3148E-1	-6.0400E+2
-4.3136E-1	5.8569E-1	-4.3136E-1	-3.6100E+2
-4.3124E-1	5.8618E-1	-4.3124E-1	-6.3700E+2
-4.3100E-1	5.8740E-1	-4.3100E-1	-7.9000E+2
-4.3087E-1	5.8667E-1	-4.3087E-1	-1.4500E+2
-4.3075E-1	5.8936E-1	-4.3075E-1	-2.8700E+2
-4.3063E-1	5.8813E-1	-4.3063E-1	-7.4900E+2
-4.3039E-1	5.8765E-1	-4.3039E-1	-9.6600E+2
-4.3026E-1	5.8838E-1	-4.3026E-1	-1.1000E+3
-4.3014E-1	5.9009E-1	-4.3014E-1	-3.6300E+2
-4.3002E-1	5.9009E-1	-4.3002E-1	-1.2460E+3
-4.2977E-1	5.9180E-1	-4.2977E-1	-9.6400E+2
-4.2965E-1	5.9131E-1	-4.2965E-1	-9.7100E+2
-4.2953E-1	5.9229E-1	-4.2953E-1	-1.1570E+3
-4.2929E-1	5.9277E-1	-4.2929E-1	-8.3300E+2
-4.2916E-1	5.9326E-1	-4.2916E-1	-7.8100E+2
-4.2904E-1	5.9302E-1	-4.2904E-1	-3.8900E+2
-4.2892E-1	5.9399E-1	-4.2892E-1	-5.6300E+2
-4.2868E-1	5.9497E-1	-4.2868E-1	-1.5200E+2
-4.2855E-1	5.9521E-1	-4.2855E-1	-3.7900E+2
-4.2843E-1	5.9644E-1	-4.2843E-1	-7.7800E+2
-4.2831E-1	5.9644E-1	-4.2831E-1	-1.1660E+3
-4.2807E-1	5.9595E-1	-4.2807E-1	-1.1010E+3
-4.2794E-1	5.9717E-1	-4.2794E-1	-1.0680E+3
-4.2782E-1	5.9814E-1	-4.2782E-1	-6.0900E+2
-4.2758E-1	5.9814E-1	-4.2758E-1	-5.8000E+2
-4.2746E-1	6.0083E-1	-4.2746E-1	-4.9300E+2
-4.2733E-1	6.0107E-1	-4.2733E-1	-6.2300E+2
-4.2721E-1	6.0083E-1	-4.2721E-1	-4.6900E+2
-4.2697E-1	6.0059E-1	-4.2697E-1	-1.4230E+3
-4.2684E-1	6.0156E-1	-4.2684E-1	-5.5000E+1
-4.2672E-1	6.0229E-1	-4.2672E-1	-1.9200E+2
-4.2660E-1	6.0278E-1	-4.2660E-1	-4.2800E+2
-4.2636E-1	6.0474E-1	-4.2636E-1	-8.6800E+2
-4.2623E-1	6.0327E-1	-4.2623E-1	-5.1300E+2
-4.2611E-1	6.0376E-1	-4.2611E-1	-1.3250E+3
-4.2587E-1	6.0474E-1	-4.2587E-1	-9.8600E+2
-4.2575E-1	6.0522E-1	-4.2575E-1	-6.4200E+2
-4.2562E-1	6.0620E-1	-4.2562E-1	-9.3200E+2
-4.2550E-1	6.0767E-1	-4.2550E-1	-3.5800E+2
-4.2526E-1	6.0693E-1	-4.2526E-1	-7.6000E+2
-4.2514E-1	6.0840E-1	-4.2514E-1	-2.8500E+2
-4.2501E-1	6.0791E-1	-4.2501E-1	-8.9800E+2
-4.2489E-1	6.1084E-1	-4.2489E-1	-7.2700E+2
-4.2465E-1	6.1011E-1	-4.2465E-1	-7.0400E+2
-4.2453E-1	6.0986E-1	-4.2453E-1	-1.0370E+3
-4.2440E-1	6.1035E-1	-4.2440E-1	-8.2600E+2
-4.2416E-1	6.1279E-1	-4.2416E-1	-1.1590E+3
-4.2404E-1	6.1279E-1	-4.2404E-1	-5.2200E+2
-4.2392E-1	6.1353E-1	-4.2392E-1	-3.7400E+2
-4.2379E-1	6.1499E-1	-4.2379E-1	-7.0200E+2
-4.2355E-1	6.1597E-1	-4.2355E-1	-5.3600E+2
-4.2343E-1	6.1548E-1	-4.2343E-1	-8.5100E+2
-4.2330E-1	6.1597E-1	-4.2330E-1	-8.3500E+2
-4.2306E-1	6.1670E-1	-4.2306E-1	-3.3200E+2
-4.2294E-1	6.1719E-1	-4.2294E-1	-9.6200E+2
-4.2282E-1	6.1646E-1	-4.2282E-1	-1.1460E+3
-4.2269E-1	6.1865E-1	-4.2269E-1	-9.9300E+2
-4.2245E-1	6.1792E-1	-4.2245E-1	-7.0900E+2
-4.2233E-1	6.1890E-1	-4.2233E-1	-2.7800E+2
-4.2221E-1	6.2012E-1	-4.2221E-1	-9.5900E+2
-4.2208E-1	6.2207E-1	-4.2208E-1	-8.4200E+2
-4.2184E-1	6.2183E-1	-4.2184E-1	-9.5000E+2
-4.2172E-1	6.2183E-1	-4.2172E-1	-7.4000E+2
-4.2160E-1	6.2256E-1	-4.2160E-1	-9.6800E+2
-4.2135E-1	6.2207E-1	-4.2135E-1	-6.4400E+2
-4.2123E-1	6.2158E-1	-4.2123E-1	-2.3200E+2
-4.2111E-1	6.2427E-1	-4.2111E-1	-6.4700E+2
-4.2099E-1	6.2646E-1	-4.2099E-1	-8.2200E+2
-4.2074E-1	6.2354E-1	-4.2074E-1	-1.1080E+3
-4.2062E-1	6.2842E-1	-4.2062E-1	-9.7300E+2
-4.2050E-1	6.2720E-1	-4.2050E-1	-1.5300E+3
-4.2037E-1	6.2891E-1	-4.2037E-1	-9.5800E+2
-4.2013E-1	6.2769E-1	-4.2013E-1	-1.3880E+3
-4.2001E-1	6.2915E-1	-4.2001E-1	-4.9100E+2
-4.1989E-1	6.3037E-1	-4.1989E-1	-4.7200E+2
-4.1964E-1	6.2915E-1	-4.1964E-1	-6.4900E+2
-4.1952E-1	6.3208E-1	-4.1952E-1	-2.4700E+2
-4.1940E-1	6.3208E-1	-4.1940E-1	-1.1880E+3
-4.1928E-1	6.3232E-1	-4.1928E-1	-1.2010E+3
-4.1903E-1	6.3403E-1	-4.1903E-1	-3.8200E+2
-4.1891E-1	6.3403E-1	-4.1891E-1	-1.2340E+3
-4.1879E-1	6.3574E-1	-4.1879E-1	-7.0700E+2
-4.1867E-1	6.3525E-1	-4.1867E-1	-1.2080E+3
-4.1842E-1	6.3354E-1	-4.1842E-1	-1.7900E+2
-4.1830E-1	6.3696E-1	-4.1830E-1	-7.2200E+2
-4.1818E-1	6.3647E-1	-4.1818E-1	-6.6000E+2
-4.1793E-1	6.3843E-1	-4.1793E-1	-8.1100E+2
-4.1781E-1	6.3892E-1	-4.1781E-1	-9.8200E+2
-4.1769E-1	6.4063E-1	-4.1769E-1	-6.0200E+2
-4.1744E-1	6.4087E-1	-4.1744E-1	-8.1500E+2
-4.1732E-1	6.4209E-1	-4.1732E-1	-7.9300E+2
-4.1720E-1	6.4160E-1	-4.1720E-1	-6.6900E+2
-4.1708E-1	6.4307E-1	-4.1708E-1	-7.8200E+2
-4.1696E-1	6.4307E-1	-4.1696E-1	-9.8600E+2
-4.1671E-1	6.4185E-1	-4.1671E-1	-9.7700E+2
-4.1659E-1	6.4551E-1	-4.1659E-1	-8.6200E+2
-4.1647E-1	6.4722E-1	-4.1647E-1	-8.7100E+2
-4.1622E-1	6.4624E-1	-4.1622E-1	-4.5600E+2
-4.1610E-1	6.4624E-1	-4.1610E-1	-9.1000E+2
-4.1598E-1	6.4795E-1	-4.1598E-1	-8.4000E+2
-4.1574E-1	6.4868E-1	-4.1574E-1	-1.2330E+3
-4.1561E-1	6.4990E-1	-4.1561E-1	-1.0110E+3
-4.1549E-1	6.5063E-1	-4.1549E-1	-6.0000E+2
-4.1537E-1	6.4941E-1	-4.1537E-1	-1.0200E+3
-4.1513E-1	6.4990E-1	-4.1513E-1	-9.6100E+2
-4.1500E-1	6.5381E-1	-4.1500E-1	-1.1990E+3
-4.1488E-1	6.5234E-1	-4.1488E-1	-6.9900E+2
-4.1476E-1	6.5259E-1	-4.1476E-1	-7.3300E+2
-4.1452E-1	6.5479E-1	-4.1452E-1	-1.5660E+3
-4.1439E-1	6.5356E-1	-4.1439E-1	-1.0810E+3
-4.1427E-1	6.5527E-1	-4.1427E-1	-7.0200E+2
