Aux out [V]	Aux in [V]	Aux out [V]	PDH out [a.u.]
-3.3529E-1	4.3359E-1	-3.3529E-1	5.9300E+2
-3.3529E-1	4.3311E-1	-3.3529E-1	9.8000E+2
-3.3516E-1	4.3140E-1	-3.3516E-1	5.7100E+2
-3.3504E-1	4.3140E-1	-3.3504E-1	6.6500E+2
-3.3492E-1	4.2871E-1	-3.3492E-1	1.0390E+3
-3.3480E-1	4.3042E-1	-3.3480E-1	1.1040E+3
-3.3468E-1	4.3091E-1	-3.3468E-1	9.6100E+2
-3.3455E-1	4.2993E-1	-3.3455E-1	6.2000E+2
-3.3443E-1	4.2969E-1	-3.3443E-1	9.7300E+2
-3.3443E-1	4.2798E-1	-3.3443E-1	7.4400E+2
-3.3431E-1	4.2725E-1	-3.3431E-1	3.7800E+2
-3.3419E-1	4.2676E-1	-3.3419E-1	6.2100E+2
-3.3407E-1	4.2627E-1	-3.3407E-1	9.4400E+2
-3.3394E-1	4.2358E-1	-3.3394E-1	1.4310E+3
-3.3382E-1	4.2334E-1	-3.3382E-1	1.0970E+3
-3.3370E-1	4.2212E-1	-3.3370E-1	4.2500E+2
-3.3370E-1	4.2017E-1	-3.3370E-1	3.4100E+2
-3.3358E-1	4.2114E-1	-3.3358E-1	1.0030E+3
-3.3346E-1	4.2041E-1	-3.3346E-1	1.3430E+3
-3.3333E-1	4.1748E-1	-3.3333E-1	1.1260E+3
-3.3321E-1	4.1724E-1	-3.3321E-1	1.0550E+3
-3.3309E-1	4.1797E-1	-3.3309E-1	1.0640E+3
-3.3297E-1	4.1577E-1	-3.3297E-1	7.5700E+2
-3.3285E-1	4.1553E-1	-3.3285E-1	7.1300E+2
-3.3285E-1	4.1626E-1	-3.3285E-1	6.8200E+2
-3.3272E-1	4.1602E-1	-3.3272E-1	1.0900E+3
-3.3260E-1	4.1455E-1	-3.3260E-1	1.0330E+3
-3.3248E-1	4.1382E-1	-3.3248E-1	1.1820E+3
-3.3236E-1	4.1138E-1	-3.3236E-1	7.2900E+2
-3.3223E-1	4.1357E-1	-3.3223E-1	1.0590E+3
-3.3211E-1	4.0967E-1	-3.3211E-1	1.4650E+3
-3.3199E-1	4.0942E-1	-3.3199E-1	8.4400E+2
-3.3199E-1	4.1040E-1	-3.3199E-1	5.3900E+2
-3.3187E-1	4.0796E-1	-3.3187E-1	1.1240E+3
-3.3175E-1	4.0552E-1	-3.3175E-1	9.1900E+2
-3.3162E-1	4.0552E-1	-3.3162E-1	1.1610E+3
-3.3150E-1	4.0381E-1	-3.3150E-1	1.0930E+3
-3.3138E-1	4.0430E-1	-3.3138E-1	7.1800E+2
-3.3126E-1	4.0601E-1	-3.3126E-1	7.7400E+2
-3.3114E-1	4.0405E-1	-3.3114E-1	6.4700E+2
-3.3114E-1	4.0283E-1	-3.3114E-1	1.1450E+3
-3.3101E-1	4.0161E-1	-3.3101E-1	7.8800E+2
-3.3089E-1	4.0161E-1	-3.3089E-1	8.0800E+2
-3.3077E-1	4.0015E-1	-3.3077E-1	1.1530E+3
-3.3065E-1	4.0039E-1	-3.3065E-1	5.0500E+2
-3.3053E-1	4.0039E-1	-3.3053E-1	-7.0000E+1
-3.3040E-1	3.9990E-1	-3.3040E-1	1.0260E+3
-3.3040E-1	3.9941E-1	-3.3040E-1	8.4100E+2
-3.3028E-1	3.9771E-1	-3.3028E-1	7.7500E+2
-3.3016E-1	3.9893E-1	-3.3016E-1	9.2800E+2
-3.3004E-1	3.9697E-1	-3.3004E-1	1.1100E+3
-3.2992E-1	3.9600E-1	-3.2992E-1	5.1400E+2
-3.2979E-1	3.9478E-1	-3.2979E-1	5.8800E+2
-3.2967E-1	3.9453E-1	-3.2967E-1	3.6400E+2
-3.2955E-1	3.9209E-1	-3.2955E-1	7.3600E+2
-3.2955E-1	3.9233E-1	-3.2955E-1	1.0990E+3
-3.2943E-1	3.9160E-1	-3.2943E-1	1.1610E+3
-3.2930E-1	3.8965E-1	-3.2930E-1	6.0200E+2
-3.2918E-1	3.9136E-1	-3.2918E-1	1.4180E+3
-3.2906E-1	3.8940E-1	-3.2906E-1	6.5300E+2
-3.2894E-1	3.9111E-1	-3.2894E-1	1.5580E+3
-3.2882E-1	3.8965E-1	-3.2882E-1	1.6300E+2
-3.2882E-1	3.8647E-1	-3.2882E-1	1.3960E+3
-3.2869E-1	3.8623E-1	-3.2869E-1	1.1550E+3
-3.2857E-1	3.8696E-1	-3.2857E-1	7.1800E+2
-3.2845E-1	3.8745E-1	-3.2845E-1	1.0660E+3
-3.2833E-1	3.8477E-1	-3.2833E-1	8.8900E+2
-3.2821E-1	3.8550E-1	-3.2821E-1	6.6700E+2
-3.2808E-1	3.8525E-1	-3.2808E-1	8.3900E+2
-3.2796E-1	3.8281E-1	-3.2796E-1	3.8700E+2
-3.2796E-1	3.8428E-1	-3.2796E-1	1.0480E+3
-3.2784E-1	3.8159E-1	-3.2784E-1	1.2850E+3
-3.2772E-1	3.8135E-1	-3.2772E-1	7.8800E+2
-3.2760E-1	3.8159E-1	-3.2760E-1	1.2360E+3
-3.2747E-1	3.7988E-1	-3.2747E-1	3.8000E+2
-3.2735E-1	3.7842E-1	-3.2735E-1	8.0000E+2
-3.2723E-1	3.7866E-1	-3.2723E-1	-1.6300E+2
-3.2723E-1	3.7646E-1	-3.2723E-1	1.4900E+2
-3.2711E-1	3.7573E-1	-3.2711E-1	4.2800E+2
-3.2699E-1	3.7524E-1	-3.2699E-1	4.6700E+2
-3.2686E-1	3.7671E-1	-3.2686E-1	2.8200E+2
-3.2674E-1	3.7427E-1	-3.2674E-1	6.0400E+2
-3.2662E-1	3.7500E-1	-3.2662E-1	2.7100E+2
-3.2650E-1	3.7378E-1	-3.2650E-1	1.1660E+3
-3.2637E-1	3.7280E-1	-3.2637E-1	6.4400E+2
-3.2637E-1	3.7280E-1	-3.2637E-1	5.7100E+2
-3.2625E-1	3.7207E-1	-3.2625E-1	9.8600E+2
-3.2613E-1	3.7085E-1	-3.2613E-1	8.3100E+2
-3.2601E-1	3.7012E-1	-3.2601E-1	9.7900E+2
-3.2589E-1	3.6841E-1	-3.2589E-1	8.0200E+2
-3.2576E-1	3.6865E-1	-3.2576E-1	1.2810E+3
-3.2564E-1	3.6768E-1	-3.2564E-1	9.5500E+2
-3.2552E-1	3.6743E-1	-3.2552E-1	9.8200E+2
-3.2552E-1	3.6523E-1	-3.2552E-1	9.2700E+2
-3.2540E-1	3.6670E-1	-3.2540E-1	9.4600E+2
-3.2528E-1	3.6548E-1	-3.2528E-1	8.9000E+2
-3.2515E-1	3.6499E-1	-3.2515E-1	1.7800E+2
-3.2503E-1	3.6548E-1	-3.2503E-1	1.2560E+3
-3.2491E-1	3.6475E-1	-3.2491E-1	1.0120E+3
-3.2479E-1	3.6230E-1	-3.2479E-1	6.4700E+2
-3.2479E-1	3.6426E-1	-3.2479E-1	5.5300E+2
-3.2467E-1	3.6304E-1	-3.2467E-1	9.2800E+2
-3.2454E-1	3.6279E-1	-3.2454E-1	1.6700E+2
-3.2442E-1	3.6157E-1	-3.2442E-1	8.7300E+2
-3.2430E-1	3.6084E-1	-3.2430E-1	8.8900E+2
-3.2418E-1	3.6157E-1	-3.2418E-1	1.3540E+3
-3.2406E-1	3.6011E-1	-3.2406E-1	6.9900E+2
-3.2393E-1	3.5742E-1	-3.2393E-1	-9.7000E+1
-3.2393E-1	3.5815E-1	-3.2393E-1	8.8700E+2
-3.2381E-1	3.5718E-1	-3.2381E-1	7.1100E+2
-3.2369E-1	3.5498E-1	-3.2369E-1	4.2000E+2
-3.2357E-1	3.5742E-1	-3.2357E-1	6.6000E+2
-3.2345E-1	3.5669E-1	-3.2345E-1	2.5600E+2
-3.2332E-1	3.5474E-1	-3.2332E-1	9.6400E+2
-3.2320E-1	3.5425E-1	-3.2320E-1	6.7100E+2
-3.2320E-1	3.5181E-1	-3.2320E-1	5.7600E+2
-3.2308E-1	3.5376E-1	-3.2308E-1	7.5500E+2
-3.2296E-1	3.5596E-1	-3.2296E-1	6.4900E+2
-3.2283E-1	3.5303E-1	-3.2283E-1	8.9800E+2
-3.2271E-1	3.5107E-1	-3.2271E-1	2.2200E+2
-3.2259E-1	3.5229E-1	-3.2259E-1	7.0600E+2
-3.2247E-1	3.5254E-1	-3.2247E-1	9.9700E+2
-3.2235E-1	3.5059E-1	-3.2235E-1	5.4700E+2
-3.2235E-1	3.5083E-1	-3.2235E-1	3.8900E+2
-3.2222E-1	3.5034E-1	-3.2222E-1	5.8000E+2
-3.2210E-1	3.4839E-1	-3.2210E-1	7.0900E+2
-3.2198E-1	3.4937E-1	-3.2198E-1	5.1600E+2
-3.2186E-1	3.4692E-1	-3.2186E-1	4.9800E+2
-3.2174E-1	3.4717E-1	-3.2174E-1	-7.4000E+1
-3.2161E-1	3.4619E-1	-3.2161E-1	8.9500E+2
-3.2161E-1	3.4424E-1	-3.2161E-1	5.8200E+2
-3.2149E-1	3.4375E-1	-3.2149E-1	2.8000E+1
-3.2137E-1	3.4473E-1	-3.2137E-1	4.2500E+2
-3.2125E-1	3.4448E-1	-3.2125E-1	6.5300E+2
-3.2113E-1	3.4375E-1	-3.2113E-1	5.0000E+2
-3.2100E-1	3.4448E-1	-3.2100E-1	2.4000E+2
-3.2088E-1	3.4277E-1	-3.2088E-1	1.7400E+2
-3.2076E-1	3.4180E-1	-3.2076E-1	1.0300E+3
-3.2076E-1	3.4229E-1	-3.2076E-1	5.3800E+2
-3.2064E-1	3.4204E-1	-3.2064E-1	3.2700E+2
-3.2052E-1	3.4058E-1	-3.2052E-1	6.7300E+2
-3.2039E-1	3.4229E-1	-3.2039E-1	6.0700E+2
-3.2027E-1	3.3960E-1	-3.2027E-1	1.0290E+3
-3.2015E-1	3.4155E-1	-3.2015E-1	6.3100E+2
-3.2003E-1	3.4180E-1	-3.2003E-1	5.0000E+2
-3.2003E-1	3.3862E-1	-3.2003E-1	8.3100E+2
-3.1990E-1	3.3936E-1	-3.1990E-1	6.2700E+2
-3.1978E-1	3.4180E-1	-3.1978E-1	7.0900E+2
-3.1966E-1	3.3716E-1	-3.1966E-1	-2.0300E+2
-3.1954E-1	3.3838E-1	-3.1954E-1	-2.8700E+2
-3.1942E-1	3.3960E-1	-3.1942E-1	1.2300E+2
-3.1929E-1	3.3789E-1	-3.1929E-1	4.5800E+2
-3.1917E-1	3.3667E-1	-3.1917E-1	-5.9000E+1
-3.1917E-1	3.3740E-1	-3.1917E-1	4.1600E+2
-3.1905E-1	3.3740E-1	-3.1905E-1	7.4000E+1
-3.1893E-1	3.3472E-1	-3.1893E-1	7.0700E+2
-3.1881E-1	3.3667E-1	-3.1881E-1	5.8500E+2
-3.1868E-1	3.3521E-1	-3.1868E-1	-2.3600E+2
-3.1856E-1	3.3643E-1	-3.1856E-1	-3.2000E+1
-3.1844E-1	3.3838E-1	-3.1844E-1	3.0000E+2
-3.1832E-1	3.3618E-1	-3.1832E-1	3.0000E+1
-3.1832E-1	3.3472E-1	-3.1832E-1	-3.5600E+2
-3.1820E-1	3.3813E-1	-3.1820E-1	1.8100E+2
-3.1807E-1	3.3472E-1	-3.1807E-1	-1.5300E+2
-3.1795E-1	3.3569E-1	-3.1795E-1	6.6700E+2
-3.1783E-1	3.3643E-1	-3.1783E-1	4.2700E+2
-3.1771E-1	3.3398E-1	-3.1771E-1	-2.4000E+1
-3.1759E-1	3.3496E-1	-3.1759E-1	9.8000E+1
-3.1746E-1	3.3472E-1	-3.1746E-1	2.9400E+2
-3.1746E-1	3.3423E-1	-3.1746E-1	5.8700E+2
-3.1734E-1	3.3423E-1	-3.1734E-1	2.3600E+2
-3.1722E-1	3.3472E-1	-3.1722E-1	1.5340E+3
-3.1710E-1	3.3423E-1	-3.1710E-1	7.9700E+2
-3.1697E-1	3.3228E-1	-3.1697E-1	8.4000E+2
-3.1685E-1	3.3130E-1	-3.1685E-1	6.8400E+2
-3.1673E-1	3.3203E-1	-3.1673E-1	9.3700E+2
-3.1673E-1	3.3032E-1	-3.1673E-1	9.9300E+2
-3.1661E-1	3.3130E-1	-3.1661E-1	1.0690E+3
-3.1649E-1	3.2837E-1	-3.1649E-1	1.1640E+3
-3.1636E-1	3.2861E-1	-3.1636E-1	3.4200E+2
-3.1624E-1	3.2886E-1	-3.1624E-1	1.4370E+3
-3.1612E-1	3.2544E-1	-3.1612E-1	1.0300E+3
-3.1600E-1	3.2520E-1	-3.1600E-1	3.6200E+2
-3.1600E-1	3.2520E-1	-3.1600E-1	2.6900E+2
-3.1588E-1	3.2397E-1	-3.1588E-1	8.3000E+1
-3.1575E-1	3.2397E-1	-3.1575E-1	6.6200E+2
-3.1563E-1	3.2495E-1	-3.1563E-1	6.3300E+2
-3.1551E-1	3.2446E-1	-3.1551E-1	-1.8100E+2
-3.1539E-1	3.2349E-1	-3.1539E-1	4.6000E+2
-3.1527E-1	3.2422E-1	-3.1527E-1	2.9800E+2
-3.1514E-1	3.2153E-1	-3.1514E-1	-1.5000E+1
-3.1514E-1	3.2300E-1	-3.1514E-1	4.2900E+2
-3.1502E-1	3.2275E-1	-3.1502E-1	4.7800E+2
-3.1490E-1	3.2251E-1	-3.1490E-1	3.7900E+2
-3.1478E-1	3.2129E-1	-3.1478E-1	-3.6900E+2
-3.1466E-1	3.2275E-1	-3.1466E-1	4.7400E+2
-3.1453E-1	3.2031E-1	-3.1453E-1	-4.8000E+1
-3.1441E-1	3.2129E-1	-3.1441E-1	5.4500E+2
-3.1441E-1	3.2129E-1	-3.1441E-1	-3.0100E+2
-3.1429E-1	3.2056E-1	-3.1429E-1	-2.0500E+2
-3.1417E-1	3.1982E-1	-3.1417E-1	-2.4300E+2
-3.1405E-1	3.1982E-1	-3.1405E-1	5.4000E+1
-3.1392E-1	3.2031E-1	-3.1392E-1	-2.6100E+2
-3.1380E-1	3.2275E-1	-3.1380E-1	4.4500E+2
-3.1368E-1	3.2349E-1	-3.1368E-1	1.2900E+2
-3.1356E-1	3.2178E-1	-3.1356E-1	-2.7000E+1
-3.1356E-1	3.2373E-1	-3.1356E-1	-8.6200E+2
-3.1343E-1	3.2275E-1	-3.1343E-1	2.4000E+1
-3.1331E-1	3.2324E-1	-3.1331E-1	-3.7600E+2
-3.1319E-1	3.2324E-1	-3.1319E-1	-5.9700E+2
-3.1307E-1	3.2373E-1	-3.1307E-1	-8.8200E+2
-3.1295E-1	3.2471E-1	-3.1295E-1	-6.9300E+2
-3.1282E-1	3.2617E-1	-3.1282E-1	-1.5500E+3
-3.1282E-1	3.2666E-1	-3.1282E-1	-1.0840E+3
-3.1270E-1	3.2642E-1	-3.1270E-1	-1.1970E+3
-3.1258E-1	3.3057E-1	-3.1258E-1	-1.2570E+3
-3.1246E-1	3.2886E-1	-3.1246E-1	-1.3810E+3
-3.1234E-1	3.3057E-1	-3.1234E-1	-2.0710E+3
-3.1221E-1	3.3228E-1	-3.1221E-1	-1.3590E+3
-3.1209E-1	3.3325E-1	-3.1209E-1	-1.5880E+3
-3.1197E-1	3.3325E-1	-3.1197E-1	-6.0200E+2
-3.1197E-1	3.3667E-1	-3.1197E-1	-1.5940E+3
-3.1185E-1	3.3667E-1	-3.1185E-1	-3.3800E+2
-3.1173E-1	3.3691E-1	-3.1173E-1	-7.9500E+2
-3.1160E-1	3.3789E-1	-3.1160E-1	-6.0900E+2
-3.1148E-1	3.3838E-1	-3.1148E-1	8.6200E+2
-3.1136E-1	3.3667E-1	-3.1136E-1	-5.4000E+1
-3.1124E-1	3.3740E-1	-3.1124E-1	2.2300E+2
-3.1112E-1	3.3545E-1	-3.1112E-1	1.3560E+3
-3.1112E-1	3.3545E-1	-3.1112E-1	1.3470E+3
-3.1099E-1	3.3423E-1	-3.1099E-1	1.7600E+3
-3.1087E-1	3.3301E-1	-3.1087E-1	1.4660E+3
-3.1075E-1	3.3105E-1	-3.1075E-1	1.4670E+3
-3.1063E-1	3.2861E-1	-3.1063E-1	2.4210E+3
-3.1050E-1	3.2910E-1	-3.1050E-1	2.2580E+3
-3.1038E-1	3.2520E-1	-3.1038E-1	1.9940E+3
-3.1026E-1	3.2178E-1	-3.1026E-1	1.6270E+3
-3.1026E-1	3.2056E-1	-3.1026E-1	2.3060E+3
-3.1014E-1	3.2007E-1	-3.1014E-1	1.6620E+3
-3.1002E-1	3.1836E-1	-3.1002E-1	1.5430E+3
-3.0989E-1	3.1714E-1	-3.0989E-1	9.3900E+2
-3.0977E-1	3.1665E-1	-3.0977E-1	1.3010E+3
-3.0965E-1	3.1689E-1	-3.0965E-1	7.4400E+2
-3.0953E-1	3.1372E-1	-3.0953E-1	1.6010E+3
-3.0953E-1	3.1519E-1	-3.0953E-1	1.4010E+3
-3.0941E-1	3.1323E-1	-3.0941E-1	1.3190E+3
-3.0928E-1	3.1299E-1	-3.0928E-1	8.4600E+2
-3.0916E-1	3.1274E-1	-3.0916E-1	1.1350E+3
-3.0904E-1	3.0981E-1	-3.0904E-1	1.0990E+3
-3.0892E-1	3.1079E-1	-3.0892E-1	6.8600E+2
-3.0880E-1	3.0957E-1	-3.0880E-1	7.5500E+2
-3.0867E-1	3.1104E-1	-3.0867E-1	3.9100E+2
-3.0867E-1	3.1104E-1	-3.0867E-1	6.2200E+2
-3.0855E-1	3.0908E-1	-3.0855E-1	-2.1000E+1
-3.0843E-1	3.0908E-1	-3.0843E-1	-4.3000E+1
-3.0831E-1	3.0835E-1	-3.0831E-1	1.2000E+1
-3.0819E-1	3.0908E-1	-3.0819E-1	1.5200E+2
-3.0806E-1	3.0762E-1	-3.0806E-1	-1.3700E+2
-3.0794E-1	3.0786E-1	-3.0794E-1	1.9400E+2
-3.0794E-1	3.0811E-1	-3.0794E-1	-2.3000E+1
-3.0782E-1	3.0933E-1	-3.0782E-1	1.0100E+2
-3.0770E-1	3.0884E-1	-3.0770E-1	-2.1300E+2
-3.0757E-1	3.0908E-1	-3.0757E-1	-5.0200E+2
-3.0745E-1	3.0859E-1	-3.0745E-1	-7.3100E+2
-3.0733E-1	3.1079E-1	-3.0733E-1	-3.4900E+2
-3.0721E-1	3.1030E-1	-3.0721E-1	-1.0000E+0
-3.0721E-1	3.0957E-1	-3.0721E-1	-7.7500E+2
-3.0709E-1	3.1104E-1	-3.0709E-1	-9.9000E+1
-3.0696E-1	3.1250E-1	-3.0696E-1	-5.8900E+2
-3.0684E-1	3.1250E-1	-3.0684E-1	-1.0280E+3
-3.0672E-1	3.1299E-1	-3.0672E-1	-8.8400E+2
-3.0660E-1	3.1226E-1	-3.0660E-1	-9.2000E+2
-3.0648E-1	3.1348E-1	-3.0648E-1	-1.0320E+3
-3.0635E-1	3.1665E-1	-3.0635E-1	-1.0640E+3
-3.0635E-1	3.1567E-1	-3.0635E-1	-5.6900E+2
-3.0623E-1	3.1714E-1	-3.0623E-1	-8.2800E+2
-3.0611E-1	3.1787E-1	-3.0611E-1	-7.6800E+2
-3.0599E-1	3.1909E-1	-3.0599E-1	-3.8500E+2
-3.0587E-1	3.1982E-1	-3.0587E-1	-6.3000E+1
-3.0574E-1	3.2080E-1	-3.0574E-1	-1.8000E+1
-3.0562E-1	3.2007E-1	-3.0562E-1	-5.9600E+2
-3.0550E-1	3.1982E-1	-3.0550E-1	-1.0700E+2
-3.0550E-1	3.1958E-1	-3.0550E-1	-3.6000E+1
-3.0538E-1	3.2031E-1	-3.0538E-1	2.1600E+2
-3.0526E-1	3.1909E-1	-3.0526E-1	2.4200E+2
-3.0513E-1	3.2031E-1	-3.0513E-1	4.0300E+2
-3.0501E-1	3.2129E-1	-3.0501E-1	1.0220E+3
-3.0489E-1	3.1982E-1	-3.0489E-1	7.2200E+2
-3.0477E-1	3.1836E-1	-3.0477E-1	1.6540E+3
-3.0465E-1	3.1860E-1	-3.0465E-1	1.7320E+3
-3.0465E-1	3.1641E-1	-3.0465E-1	1.1930E+3
-3.0452E-1	3.1616E-1	-3.0452E-1	5.6300E+2
-3.0440E-1	3.1348E-1	-3.0440E-1	1.5010E+3
-3.0428E-1	3.1421E-1	-3.0428E-1	1.3010E+3
-3.0416E-1	3.1421E-1	-3.0416E-1	1.5810E+3
-3.0403E-1	3.1396E-1	-3.0403E-1	1.0520E+3
-3.0391E-1	3.1250E-1	-3.0391E-1	1.1810E+3
-3.0391E-1	3.1226E-1	-3.0391E-1	9.5900E+2
-3.0379E-1	3.1055E-1	-3.0379E-1	1.0440E+3
-3.0367E-1	3.1128E-1	-3.0367E-1	2.8700E+2
-3.0355E-1	3.1104E-1	-3.0355E-1	5.7600E+2
-3.0342E-1	3.1055E-1	-3.0342E-1	1.3200E+2
-3.0330E-1	3.1152E-1	-3.0330E-1	5.2600E+2
-3.0318E-1	3.1152E-1	-3.0318E-1	3.2900E+2
-3.0306E-1	3.1079E-1	-3.0306E-1	-2.5900E+2
-3.0306E-1	3.1079E-1	-3.0306E-1	-5.6500E+2
-3.0294E-1	3.1201E-1	-3.0294E-1	2.3200E+2
-3.0281E-1	3.1201E-1	-3.0281E-1	-1.4100E+2
-3.0269E-1	3.1250E-1	-3.0269E-1	-8.3000E+1
-3.0257E-1	3.1299E-1	-3.0257E-1	-3.2100E+2
-3.0245E-1	3.1738E-1	-3.0245E-1	-8.8000E+2
-3.0233E-1	3.1543E-1	-3.0233E-1	-9.8600E+2
-3.0233E-1	3.1763E-1	-3.0233E-1	-1.4070E+3
-3.0220E-1	3.2056E-1	-3.0220E-1	-1.2360E+3
-3.0208E-1	3.2227E-1	-3.0208E-1	-1.5100E+3
-3.0196E-1	3.2495E-1	-3.0196E-1	-1.2360E+3
-3.0184E-1	3.2739E-1	-3.0184E-1	-2.0000E+3
-3.0172E-1	3.2837E-1	-3.0172E-1	-2.1530E+3
-3.0159E-1	3.3618E-1	-3.0159E-1	-1.9200E+3
-3.0147E-1	3.3569E-1	-3.0147E-1	-2.2820E+3
-3.0147E-1	3.3618E-1	-3.0147E-1	-2.2570E+3
-3.0135E-1	3.4180E-1	-3.0135E-1	-3.0540E+3
-3.0123E-1	3.4717E-1	-3.0123E-1	-3.1310E+3
-3.0110E-1	3.4961E-1	-3.0110E-1	-3.3620E+3
-3.0098E-1	3.5693E-1	-3.0098E-1	-4.0490E+3
-3.0086E-1	3.6426E-1	-3.0086E-1	-4.3290E+3
