Aux out [V]	Aux in [V]	PDH out [a.u.]
7.8557E-2	8.7598E-1	4.8700E+2
8.0510E-2	8.7524E-1	-5.0700E+2
8.2464E-2	8.7476E-1	-8.7000E+1
8.4661E-2	8.7427E-1	2.5400E+2
8.6614E-2	8.7402E-1	-3.8100E+2
8.8567E-2	8.7329E-1	-2.9900E+2
9.0521E-2	8.7354E-1	-4.2100E+2
9.2474E-2	8.7500E-1	1.4000E+1
9.4671E-2	8.7305E-1	-5.5000E+1
9.6625E-2	8.7451E-1	-9.8900E+2
9.8578E-2	8.7402E-1	-1.9000E+1
1.0053E-1	8.7231E-1	2.3600E+2
1.0248E-1	8.6987E-1	-8.6000E+1
1.0444E-1	8.7207E-1	7.2000E+1
1.0663E-1	8.7061E-1	1.4300E+2
1.0859E-1	8.6792E-1	-1.9700E+2
1.1054E-1	8.6890E-1	3.2200E+2
1.1249E-1	8.6743E-1	-2.6000E+1
1.1445E-1	8.6621E-1	-7.9400E+2
1.1665E-1	8.6499E-1	-4.4300E+2
1.1860E-1	8.6230E-1	-3.5000E+1
1.2055E-1	8.6157E-1	-6.4000E+1
1.2251E-1	8.6133E-1	-2.2800E+2
1.2446E-1	8.5913E-1	-3.8100E+2
1.2641E-1	8.5596E-1	-1.4100E+2
1.2861E-1	8.5352E-1	-2.7500E+2
1.3056E-1	8.5156E-1	3.2700E+2
1.3252E-1	8.4961E-1	-3.5200E+2
1.3447E-1	8.4424E-1	2.7800E+2
1.3642E-1	8.4106E-1	-2.2800E+2
1.3862E-1	8.3667E-1	1.7100E+2
1.4057E-1	8.3228E-1	-5.0000E+1
1.4253E-1	8.2642E-1	-2.4500E+2
1.4448E-1	8.2349E-1	4.6000E+2
1.4643E-1	8.1714E-1	2.1500E+2
1.4839E-1	8.0957E-1	2.6100E+2
1.5058E-1	8.0420E-1	4.7100E+2
1.5254E-1	7.9590E-1	8.9900E+2
1.5449E-1	7.9004E-1	1.1420E+3
1.5644E-1	7.8101E-1	1.2690E+3
1.5840E-1	7.7051E-1	1.0660E+3
1.6059E-1	7.6099E-1	5.9700E+2
1.6255E-1	7.5146E-1	8.4300E+2
1.6450E-1	7.4121E-1	1.3330E+3
1.6645E-1	7.3145E-1	9.8100E+2
1.6841E-1	7.2046E-1	1.4070E+3
1.7036E-1	7.0801E-1	1.0960E+3
1.7256E-1	6.9482E-1	1.5070E+3
1.7451E-1	6.8359E-1	7.2100E+2
1.7646E-1	6.7212E-1	1.4580E+3
1.7842E-1	6.5869E-1	1.5020E+3
1.8037E-1	6.4478E-1	1.4870E+3
1.8257E-1	6.3135E-1	2.0600E+3
1.8452E-1	6.1914E-1	1.7910E+3
1.8647E-1	6.0620E-1	2.1120E+3
1.8843E-1	5.9326E-1	2.3940E+3
1.9038E-1	5.8008E-1	1.8570E+3
1.9233E-1	5.6860E-1	1.4910E+3
1.9453E-1	5.5493E-1	2.0790E+3
1.9648E-1	5.4346E-1	1.9220E+3
1.9844E-1	5.3442E-1	1.6710E+3
2.0039E-1	5.2344E-1	1.6520E+3
2.0234E-1	5.1416E-1	1.6310E+3
2.0454E-1	5.0586E-1	1.8590E+3
2.0649E-1	4.9780E-1	1.7170E+3
2.0845E-1	4.8975E-1	1.4800E+3
2.1040E-1	4.8462E-1	1.0830E+3
2.1235E-1	4.7998E-1	2.0240E+3
2.1431E-1	4.7852E-1	1.2480E+3
2.1650E-1	4.7705E-1	1.5160E+3
2.1846E-1	4.7583E-1	1.1390E+3
2.2041E-1	4.8120E-1	1.2280E+3
2.2236E-1	4.9170E-1	-7.9000E+2
2.2432E-1	5.5420E-1	6.6900E+2
2.2652E-1	5.5444E-1	-3.0000E+0
2.2847E-1	5.6665E-1	-1.1950E+3
2.3042E-1	5.9131E-1	1.7000E+1
2.3238E-1	5.8691E-1	3.7120E+3
2.3433E-1	5.2637E-1	2.0280E+3
2.3628E-1	5.2148E-1	2.3000E+1
2.3848E-1	5.1416E-1	2.0920E+3
2.4043E-1	4.9829E-1	1.2210E+3
2.4239E-1	4.9414E-1	8.9100E+2
2.4434E-1	4.9414E-1	4.9800E+2
2.4629E-1	4.9829E-1	5.4400E+2
2.4849E-1	5.0342E-1	4.8100E+2
2.5044E-1	5.0879E-1	-6.0000E+0
2.5240E-1	5.1831E-1	9.4000E+1
2.5435E-1	5.2783E-1	3.2500E+2
2.5630E-1	5.3931E-1	1.8500E+2
2.5826E-1	5.4736E-1	1.4100E+2
2.6045E-1	5.5835E-1	-7.9000E+1
2.6241E-1	5.7031E-1	-6.4700E+2
2.6436E-1	5.8228E-1	3.1400E+2
2.6631E-1	5.9668E-1	-1.5200E+2
2.6827E-1	6.0864E-1	-4.1400E+2
2.7046E-1	6.1841E-1	-8.3100E+2
2.7242E-1	6.3306E-1	-7.5100E+2
2.7437E-1	6.4551E-1	-9.5100E+2
2.7632E-1	6.5723E-1	-7.0800E+2
2.7828E-1	6.7212E-1	-8.0800E+2
2.8023E-1	6.8311E-1	-6.6700E+2
2.8243E-1	6.9556E-1	-7.8600E+2
2.8438E-1	7.0825E-1	-4.0500E+2
2.8633E-1	7.1826E-1	-5.7300E+2
2.8829E-1	7.3169E-1	-8.3300E+2
2.9024E-1	7.4243E-1	-5.9100E+2
2.9244E-1	7.4976E-1	-8.9700E+2
2.9439E-1	7.6147E-1	-6.8200E+2
2.9634E-1	7.6953E-1	-7.4100E+2
2.9830E-1	7.7881E-1	-7.4900E+2
3.0025E-1	7.8613E-1	-7.2900E+2
3.0245E-1	7.9224E-1	-3.0500E+2
3.0440E-1	8.0151E-1	-7.6700E+2
3.0635E-1	8.0688E-1	-9.3100E+2
3.0831E-1	8.1323E-1	-5.6000E+2
3.1026E-1	8.1641E-1	-9.2800E+2
3.1221E-1	8.2275E-1	-5.8300E+2
3.1441E-1	8.2837E-1	-5.2700E+2
3.1636E-1	8.2935E-1	-2.3400E+2
3.1832E-1	8.3569E-1	-8.5700E+2
3.2027E-1	8.3887E-1	9.7000E+1
3.2222E-1	8.4155E-1	-3.8700E+2
3.2442E-1	8.4521E-1	-2.5000E+2
3.2637E-1	8.4717E-1	-3.6200E+2
3.2833E-1	8.4839E-1	-2.6700E+2
3.3028E-1	8.5010E-1	-7.3000E+1
3.3223E-1	8.5278E-1	-3.9900E+2
3.3419E-1	8.5425E-1	-5.7600E+2
3.3639E-1	8.5522E-1	-4.8700E+2
3.3834E-1	8.5718E-1	-7.3200E+2
3.4029E-1	8.5693E-1	7.5000E+1
3.4225E-1	8.6060E-1	-6.6000E+2
3.4420E-1	8.5913E-1	-6.5300E+2
3.4640E-1	8.5815E-1	-3.6700E+2
3.4835E-1	8.6182E-1	-8.5100E+2
3.5030E-1	8.5986E-1	-9.9000E+1
3.5226E-1	8.6035E-1	-5.0800E+2
3.5421E-1	8.6060E-1	-1.5700E+3
3.5616E-1	8.6157E-1	-3.2300E+2
3.5836E-1	8.6279E-1	-6.6900E+2
3.6031E-1	8.6011E-1	-2.7000E+2
3.6227E-1	8.6157E-1	-5.1600E+2
3.6422E-1	8.6157E-1	-8.3500E+2
3.6617E-1	8.6255E-1	-2.4300E+2
3.6837E-1	8.6084E-1	-7.0700E+2
3.7032E-1	8.6304E-1	-3.1000E+2
3.7228E-1	8.6157E-1	1.7000E+1
3.7423E-1	8.6206E-1	-7.4400E+2
3.7618E-1	8.6255E-1	-7.0500E+2
3.7814E-1	8.6401E-1	-6.9100E+2
3.8033E-1	8.6060E-1	-6.4700E+2
3.8229E-1	8.6255E-1	-4.9200E+2
3.8424E-1	8.6230E-1	-1.8100E+2
3.8619E-1	8.6084E-1	-8.0000E+0
3.8815E-1	8.6108E-1	-2.0100E+2
3.9034E-1	8.6133E-1	-3.8700E+2
3.9230E-1	8.6157E-1	-1.2200E+2
3.9425E-1	8.6108E-1	-2.2100E+2
3.9620E-1	8.6035E-1	-3.5800E+2
3.9816E-1	8.6133E-1	-1.8100E+2
4.0011E-1	8.6108E-1	-1.8100E+2
4.0231E-1	8.6011E-1	-9.2000E+1
4.0426E-1	8.6084E-1	-6.5200E+2
4.0621E-1	8.6084E-1	1.4800E+2
4.0817E-1	8.6035E-1	-3.5400E+2
4.1012E-1	8.5938E-1	-6.0800E+2
4.1232E-1	8.6060E-1	-5.6500E+2
4.1427E-1	8.6133E-1	-3.3200E+2
4.1622E-1	8.6060E-1	-5.6400E+2
4.1818E-1	8.6108E-1	-5.1100E+2
4.2013E-1	8.6060E-1	-4.6700E+2
4.2208E-1	8.6060E-1	-4.4000E+2
4.2428E-1	8.6157E-1	-1.3700E+2
4.2623E-1	8.5938E-1	2.0000E+2
4.2819E-1	8.5986E-1	-1.1700E+2
4.3014E-1	8.6084E-1	-2.6800E+2
4.3209E-1	8.5840E-1	-6.4900E+2
4.3429E-1	8.5913E-1	-9.3000E+1
4.3624E-1	8.6035E-1	-2.5400E+2
4.3820E-1	8.5986E-1	-3.8600E+2
4.4015E-1	8.5864E-1	-4.2300E+2
4.4210E-1	8.6011E-1	-8.7300E+2
4.4406E-1	8.5815E-1	4.7000E+1
4.4626E-1	8.5889E-1	-4.3400E+2
4.4821E-1	8.5742E-1	-6.5100E+2
4.5016E-1	8.5815E-1	-2.2300E+2
4.5211E-1	8.6035E-1	-1.9200E+2
4.5407E-1	8.5742E-1	-1.5700E+2
4.5627E-1	8.5742E-1	-4.6000E+1
4.5822E-1	8.5938E-1	-1.1000E+2
4.6017E-1	8.5718E-1	-6.5600E+2
4.6213E-1	8.5669E-1	-8.8500E+2
4.6408E-1	8.5767E-1	-3.0400E+2
4.6603E-1	8.5815E-1	-2.2300E+2
4.6823E-1	8.5791E-1	7.6000E+1
4.7018E-1	8.5742E-1	-5.3800E+2
4.7214E-1	8.5718E-1	-1.4500E+2
4.7409E-1	8.5718E-1	-1.6100E+2
4.7604E-1	8.5767E-1	-6.1200E+2
4.7824E-1	8.5620E-1	-7.4900E+2
4.8019E-1	8.5596E-1	-6.6700E+2
4.8215E-1	8.5474E-1	-4.4200E+2
4.8410E-1	8.5596E-1	-8.8000E+2
4.8605E-1	8.5718E-1	-5.2400E+2
4.8801E-1	8.5840E-1	-4.2500E+2
4.9020E-1	8.5571E-1	-8.4000E+1
4.9216E-1	8.5645E-1	-5.1000E+1
4.9411E-1	8.5596E-1	-1.8500E+2
4.9606E-1	8.5352E-1	-5.1000E+2
4.9802E-1	8.5669E-1	-3.7200E+2
5.0021E-1	8.5498E-1	-8.1000E+1
5.0217E-1	8.5474E-1	-1.7900E+2
5.0412E-1	8.5547E-1	-1.0970E+3
5.0607E-1	8.5522E-1	-2.3900E+2
5.0803E-1	8.5498E-1	-3.0100E+2
5.0998E-1	8.5571E-1	-1.1700E+2
5.1218E-1	8.5205E-1	-7.5000E+1
5.1413E-1	8.5278E-1	-2.5700E+2
5.1608E-1	8.5352E-1	-4.4900E+2
5.1804E-1	8.5229E-1	-3.0300E+2
5.1999E-1	8.5181E-1	-3.1000E+2
5.2219E-1	8.5254E-1	-6.0200E+2
5.2414E-1	8.5181E-1	-8.8900E+2
5.2609E-1	8.5083E-1	-3.7000E+1
5.2805E-1	8.5156E-1	-4.6300E+2
5.3000E-1	8.5010E-1	-2.8100E+2
5.3195E-1	8.4985E-1	9.6000E+1
5.3415E-1	8.4937E-1	1.7000E+1
5.3610E-1	8.4888E-1	-2.1400E+2
5.3806E-1	8.4692E-1	2.1400E+2
5.4001E-1	8.4741E-1	-5.9800E+2
5.4196E-1	8.4619E-1	-4.6100E+2
5.4416E-1	8.4473E-1	-5.6700E+2
5.4611E-1	8.4399E-1	-2.6300E+2
5.4807E-1	8.4106E-1	-3.5000E+1
5.5002E-1	8.4180E-1	-1.4600E+2
5.5197E-1	8.3911E-1	-1.3400E+2
5.5417E-1	8.3618E-1	-7.2300E+2
5.5613E-1	8.3447E-1	-5.4100E+2
5.5808E-1	8.3325E-1	-9.8700E+2
5.6003E-1	8.2910E-1	-1.7600E+2
5.6198E-1	8.2788E-1	-6.2000E+2
5.6394E-1	8.2520E-1	2.6500E+2
5.6614E-1	8.2031E-1	-1.9000E+1
5.6809E-1	8.1860E-1	-2.6500E+2
5.7004E-1	8.1543E-1	-1.7700E+2
5.7200E-1	8.1152E-1	-4.4000E+1
5.7395E-1	8.1030E-1	3.9000E+2
5.7615E-1	8.0566E-1	-4.2100E+2
5.7810E-1	8.0029E-1	-2.7600E+2
5.8005E-1	7.9736E-1	4.2000E+2
5.8201E-1	7.9346E-1	6.8300E+2
5.8396E-1	7.8809E-1	3.1100E+2
5.8591E-1	7.8516E-1	5.6200E+2
5.8811E-1	7.7783E-1	-1.0600E+2
5.9006E-1	7.7539E-1	1.8200E+2
5.9202E-1	7.7100E-1	3.6400E+2
5.9397E-1	7.6416E-1	-7.9600E+2
5.9592E-1	7.6025E-1	4.4600E+2
5.9812E-1	7.5464E-1	-5.4300E+2
6.0007E-1	7.5073E-1	2.5000E+1
6.0203E-1	7.4683E-1	1.9800E+2
6.0398E-1	7.4292E-1	-1.5400E+2
6.0593E-1	7.3779E-1	3.0200E+2
6.0789E-1	7.3535E-1	1.1600E+2
6.1008E-1	7.2998E-1	1.7400E+2
6.1204E-1	7.2607E-1	4.1800E+2
6.1399E-1	7.2217E-1	4.5800E+2
6.1594E-1	7.1924E-1	1.0660E+3
6.1790E-1	7.1582E-1	5.0200E+2
6.2009E-1	7.1436E-1	-1.6300E+2
6.2205E-1	7.1777E-1	0.0000E+0
6.2400E-1	7.2388E-1	-7.4400E+2
6.2595E-1	7.2559E-1	4.2500E+2
6.2791E-1	7.1753E-1	5.1100E+2
6.2986E-1	7.2192E-1	-7.7100E+2
6.3206E-1	7.2266E-1	3.1400E+2
6.3401E-1	7.1851E-1	-4.1200E+2
6.3596E-1	7.2144E-1	-6.5400E+2
6.3792E-1	7.3535E-1	-6.3500E+2
6.3987E-1	7.2852E-1	5.6900E+2
6.4207E-1	7.3315E-1	-5.6000E+2
6.4402E-1	7.5757E-1	-2.8700E+2
6.4597E-1	7.3560E-1	2.3800E+2
6.4793E-1	7.2485E-1	1.3800E+2
6.4988E-1	7.2339E-1	-3.5800E+2
6.5183E-1	7.2607E-1	-6.8700E+2
6.5403E-1	7.2998E-1	-6.3600E+2
6.5598E-1	7.3853E-1	-1.1700E+3
6.5794E-1	7.4268E-1	3.7200E+2
6.5989E-1	7.3535E-1	-1.2200E+2
6.6184E-1	7.3291E-1	-9.6400E+2
6.6404E-1	7.3535E-1	-4.2800E+2
6.6600E-1	7.3828E-1	3.6900E+2
6.6795E-1	7.4048E-1	-3.0500E+2
6.6990E-1	7.4390E-1	-5.9300E+2
6.7185E-1	7.4780E-1	-9.9500E+2
6.7381E-1	7.5244E-1	-1.3100E+3
6.7601E-1	7.5562E-1	-1.0110E+3
6.7796E-1	7.6050E-1	-9.8800E+2
6.7991E-1	7.6294E-1	-6.9700E+2
6.8187E-1	7.6733E-1	-6.8900E+2
6.8382E-1	7.7173E-1	1.0400E+2
6.8602E-1	7.7734E-1	-8.3300E+2
6.8797E-1	7.8076E-1	-9.8200E+2
6.8992E-1	7.8589E-1	-2.5300E+2
6.9188E-1	7.8784E-1	-1.2630E+3
6.9383E-1	7.9199E-1	-1.8700E+2
6.9578E-1	7.9663E-1	-7.8500E+2
6.9798E-1	8.0103E-1	-9.2700E+2
6.9993E-1	8.0225E-1	-5.8700E+2
7.0189E-1	8.0688E-1	-7.6900E+2
7.0384E-1	8.0908E-1	-6.0900E+2
7.0579E-1	8.1348E-1	-1.1020E+3
7.0799E-1	8.1445E-1	-3.5400E+2
7.0994E-1	8.1714E-1	2.9800E+2
7.1190E-1	8.1958E-1	-2.0100E+2
7.1385E-1	8.2349E-1	-7.7700E+2
7.1580E-1	8.2520E-1	-7.7200E+2
7.1776E-1	8.2788E-1	-1.1900E+3
7.1995E-1	8.2935E-1	-4.8500E+2
7.2191E-1	8.3105E-1	-6.6000E+2
7.2386E-1	8.3276E-1	-6.4700E+2
7.2581E-1	8.3374E-1	1.6000E+1
7.2777E-1	8.3521E-1	-6.3300E+2
7.2996E-1	8.3838E-1	-5.6000E+2
7.3192E-1	8.3813E-1	-1.0220E+3
7.3387E-1	8.3813E-1	-3.7000E+2
7.3582E-1	8.3960E-1	-7.8200E+2
7.3778E-1	8.4033E-1	3.9000E+1
7.3973E-1	8.4131E-1	-4.0500E+2
7.4193E-1	8.4253E-1	-3.2500E+2
7.4388E-1	8.4302E-1	3.3000E+1
7.4583E-1	8.4326E-1	-4.2300E+2
7.4779E-1	8.4277E-1	-7.8000E+2
7.4974E-1	8.4204E-1	-4.7000E+2
7.5194E-1	8.4473E-1	-9.9000E+1
7.5389E-1	8.4448E-1	-4.0500E+2
7.5584E-1	8.4302E-1	-6.2500E+2
7.5780E-1	8.4595E-1	-6.2200E+2
7.5975E-1	8.4497E-1	-2.6100E+2
7.6170E-1	8.4595E-1	-8.6700E+2
7.6390E-1	8.4595E-1	-1.1280E+3
7.6585E-1	8.4692E-1	-6.1100E+2
7.6781E-1	8.4521E-1	-4.0300E+2
7.6976E-1	8.4521E-1	-3.7200E+2
7.7171E-1	8.4546E-1	-6.8700E+2
7.7391E-1	8.4521E-1	-4.3600E+2
7.7587E-1	8.4619E-1	-6.8500E+2
7.7782E-1	8.4619E-1	2.3800E+2
7.7977E-1	8.4448E-1	-5.9000E+2
7.8172E-1	8.4546E-1	-7.1600E+2
7.8368E-1	8.4497E-1	-2.7800E+2
7.8588E-1	8.4521E-1	-2.2100E+2
7.8783E-1	8.4668E-1	-3.2800E+2
7.8978E-1	8.4375E-1	1.9300E+2
7.9174E-1	8.4399E-1	-6.1000E+1
7.9369E-1	8.4619E-1	-4.5900E+2
7.9589E-1	8.4595E-1	-1.0690E+3
7.9784E-1	8.4521E-1	7.6000E+1
7.9979E-1	8.4619E-1	-1.2000E+1
8.0175E-1	8.4326E-1	-4.4900E+2
8.0370E-1	8.4375E-1	-6.9100E+2
8.0590E-1	8.4448E-1	-2.3300E+2
8.0785E-1	8.4497E-1	-5.0000E+1
8.0980E-1	8.4595E-1	2.6000E+1
8.1176E-1	8.4424E-1	-3.0100E+2
8.1371E-1	8.4448E-1	-4.8500E+2
8.1566E-1	8.4473E-1	-2.4500E+2
8.1786E-1	8.4424E-1	-1.2130E+3
8.1981E-1	8.4521E-1	-4.9200E+2
8.2177E-1	8.4473E-1	-5.3700E+2
8.2372E-1	8.4497E-1	-3.0500E+2
8.2567E-1	8.4424E-1	-3.5200E+2
8.2787E-1	8.4351E-1	-6.0700E+2
8.2982E-1	8.4424E-1	1.9000E+1
8.3178E-1	8.4448E-1	-2.5500E+2
8.3373E-1	8.4399E-1	-6.1400E+2
8.3568E-1	8.4448E-1	-3.1400E+2
8.3764E-1	8.4375E-1	3.0900E+2
8.3983E-1	8.4375E-1	4.5000E+1
8.4179E-1	8.4424E-1	-2.6300E+2
8.4374E-1	8.4546E-1	-6.6000E+1
8.4569E-1	8.4302E-1	-2.8700E+2
8.4765E-1	8.4277E-1	-7.2000E+2
8.4984E-1	8.4302E-1	-2.7900E+2
8.5180E-1	8.4326E-1	-4.9500E+2
8.5375E-1	8.4204E-1	-4.6700E+2
8.5570E-1	8.4375E-1	-2.4400E+2
8.5766E-1	8.4351E-1	-3.0900E+2
8.5961E-1	8.4302E-1	-1.2100E+2
8.6181E-1	8.4229E-1	-5.5200E+2
8.6376E-1	8.4351E-1	-1.7900E+2
8.6571E-1	8.4155E-1	-2.0400E+2
8.6767E-1	8.4180E-1	3.1200E+2
8.6962E-1	8.4326E-1	-6.3400E+2
8.7182E-1	8.4229E-1	-4.8100E+2
8.7377E-1	8.4155E-1	-3.7000E+2
8.7572E-1	8.4521E-1	-4.0000E+0
8.7768E-1	8.4277E-1	2.1100E+2
8.7963E-1	8.4277E-1	-5.3800E+2
8.8158E-1	8.4277E-1	-7.5000E+1
8.8378E-1	8.4302E-1	-1.8100E+2
8.8574E-1	8.4302E-1	-6.4900E+2
8.8769E-1	8.4399E-1	-8.4600E+2
8.8964E-1	8.4155E-1	-5.8900E+2
8.9159E-1	8.4302E-1	-6.5900E+2
8.9379E-1	8.4180E-1	-3.3700E+2
8.9575E-1	8.4229E-1	-4.3200E+2
8.9770E-1	8.4277E-1	-1.1620E+3
8.9965E-1	8.4204E-1	1.0600E+2
9.0161E-1	8.4180E-1	-1.6500E+2
9.0356E-1	8.4399E-1	-4.4000E+1
9.0576E-1	8.4155E-1	-3.4800E+2
9.0771E-1	8.4180E-1	2.0300E+2
9.0966E-1	8.4302E-1	-3.1600E+2
9.1162E-1	8.4131E-1	-2.7900E+2
9.1357E-1	8.4106E-1	-3.7500E+2
9.1577E-1	8.4082E-1	5.8000E+1
9.1772E-1	8.4277E-1	-6.8900E+2
9.1967E-1	8.4033E-1	-1.3700E+2
9.2163E-1	8.4180E-1	-5.5600E+2
9.2358E-1	8.4204E-1	-5.0700E+2
9.2553E-1	8.4033E-1	-7.9600E+2
9.2773E-1	8.4229E-1	-1.5000E+2
9.2968E-1	8.4155E-1	-2.3000E+1
9.3164E-1	8.4302E-1	-1.5300E+2
9.3359E-1	8.4326E-1	-2.4100E+2
9.3554E-1	8.4106E-1	-2.8800E+2
9.3774E-1	8.4204E-1	-2.8500E+2
9.3969E-1	8.4106E-1	-3.3400E+2
9.4165E-1	8.4058E-1	-8.0200E+2
9.4360E-1	8.4204E-1	-9.3700E+2
9.4555E-1	8.4155E-1	-1.8100E+2
9.4751E-1	8.4131E-1	-1.0100E+2
9.4970E-1	8.4131E-1	-2.2800E+2
9.5166E-1	8.4106E-1	6.1000E+1
9.5361E-1	8.4204E-1	-7.3100E+2
9.5556E-1	8.4082E-1	-6.1600E+2
9.5752E-1	8.4302E-1	-1.5000E+2
9.5971E-1	8.4229E-1	-5.2300E+2
9.6167E-1	8.4277E-1	-4.2700E+2
9.6362E-1	8.4131E-1	-4.5000E+2
9.6557E-1	8.4058E-1	-2.5100E+2
9.6753E-1	8.4106E-1	-2.2600E+2
9.6948E-1	8.3984E-1	-4.2700E+2
9.7168E-1	8.4058E-1	8.5000E+1
9.7363E-1	8.4277E-1	-5.0500E+2
9.7558E-1	8.4155E-1	-2.6100E+2
9.7754E-1	8.4106E-1	-2.7700E+2
9.7949E-1	8.4082E-1	-6.8700E+2
9.8169E-1	8.4009E-1	-3.8500E+2
9.8364E-1	8.3936E-1	-5.3400E+2
9.8559E-1	8.4155E-1	-8.5100E+2
9.8755E-1	8.3862E-1	-4.6000E+2
9.8950E-1	8.4033E-1	-4.9700E+2
9.9145E-1	8.4058E-1	2.4000E+2
9.9365E-1	8.3813E-1	-2.3600E+2
9.9561E-1	8.4058E-1	-4.0900E+2
9.9756E-1	8.3960E-1	-8.8900E+2
