Aux out [V]	Aux in [V]	Aux out [V]	PDH out [a.u.]
4.7470E-1	7.4390E-1	4.7470E-1	1.7600E+2
4.7482E-1	7.4390E-1	4.7482E-1	3.1800E+2
4.7507E-1	7.4268E-1	4.7507E-1	1.4800E+2
4.7519E-1	7.4219E-1	4.7519E-1	-5.9600E+2
4.7531E-1	7.4243E-1	4.7531E-1	7.4400E+2
4.7543E-1	7.4121E-1	4.7543E-1	3.3600E+2
4.7555E-1	7.4316E-1	4.7555E-1	7.2000E+1
4.7580E-1	7.4243E-1	4.7580E-1	5.6000E+1
4.7592E-1	7.4023E-1	4.7592E-1	3.3800E+2
4.7604E-1	7.4170E-1	4.7604E-1	3.6200E+2
4.7616E-1	7.4097E-1	4.7616E-1	3.1200E+2
4.7629E-1	7.4121E-1	4.7629E-1	4.4500E+2
4.7653E-1	7.4048E-1	4.7653E-1	-1.2800E+2
4.7665E-1	7.3999E-1	4.7665E-1	-5.3000E+1
4.7677E-1	7.3779E-1	4.7677E-1	-2.8000E+1
4.7690E-1	7.3999E-1	4.7690E-1	2.0000E+2
4.7702E-1	7.4023E-1	4.7702E-1	-6.5800E+2
4.7726E-1	7.3877E-1	4.7726E-1	6.7600E+2
4.7739E-1	7.3779E-1	4.7739E-1	4.1000E+1
4.7751E-1	7.3877E-1	4.7751E-1	-8.8000E+1
4.7763E-1	7.3755E-1	4.7763E-1	-5.5000E+1
4.7775E-1	7.3853E-1	4.7775E-1	-6.6000E+1
4.7800E-1	7.3730E-1	4.7800E-1	-1.6300E+2
4.7812E-1	7.3804E-1	4.7812E-1	1.8800E+2
4.7824E-1	7.3779E-1	4.7824E-1	2.3600E+2
4.7836E-1	7.3755E-1	4.7836E-1	-2.8400E+2
4.7848E-1	7.3608E-1	4.7848E-1	3.6300E+2
4.7873E-1	7.3682E-1	4.7873E-1	-1.9600E+2
4.7885E-1	7.3730E-1	4.7885E-1	3.8500E+2
4.7897E-1	7.3413E-1	4.7897E-1	-6.8000E+1
4.7909E-1	7.3511E-1	4.7909E-1	-7.7800E+2
4.7922E-1	7.3608E-1	4.7922E-1	3.3000E+1
4.7946E-1	7.3462E-1	4.7946E-1	-2.3200E+2
4.7958E-1	7.3511E-1	4.7958E-1	-9.9000E+1
4.7970E-1	7.3535E-1	4.7970E-1	-5.9000E+1
4.7983E-1	7.3535E-1	4.7983E-1	5.4500E+2
4.7995E-1	7.3560E-1	4.7995E-1	1.9400E+2
4.8019E-1	7.3389E-1	4.8019E-1	-6.5100E+2
4.8031E-1	7.3413E-1	4.8031E-1	-2.9700E+2
4.8044E-1	7.3438E-1	4.8044E-1	-8.3100E+2
4.8056E-1	7.3340E-1	4.8056E-1	-2.8000E+1
4.8068E-1	7.3511E-1	4.8068E-1	1.7000E+2
4.8093E-1	7.3267E-1	4.8093E-1	-7.6300E+2
4.8105E-1	7.3438E-1	4.8105E-1	1.8000E+1
4.8117E-1	7.3218E-1	4.8117E-1	-4.0300E+2
4.8129E-1	7.3218E-1	4.8129E-1	5.0000E+0
4.8141E-1	7.3340E-1	4.8141E-1	3.4000E+1
4.8166E-1	7.3145E-1	4.8166E-1	1.6000E+2
4.8178E-1	7.3169E-1	4.8178E-1	8.8000E+1
4.8190E-1	7.3022E-1	4.8190E-1	1.0300E+2
4.8202E-1	7.2974E-1	4.8202E-1	7.8000E+1
4.8215E-1	7.3242E-1	4.8215E-1	3.9200E+2
4.8239E-1	7.3071E-1	4.8239E-1	1.8800E+2
4.8251E-1	7.3291E-1	4.8251E-1	-5.1100E+2
4.8263E-1	7.3145E-1	4.8263E-1	3.8500E+2
4.8276E-1	7.3071E-1	4.8276E-1	3.8200E+2
4.8288E-1	7.3047E-1	4.8288E-1	8.1000E+1
4.8312E-1	7.2925E-1	4.8312E-1	-3.8900E+2
4.8324E-1	7.2974E-1	4.8324E-1	2.1000E+1
4.8337E-1	7.2998E-1	4.8337E-1	-3.0900E+2
4.8349E-1	7.2974E-1	4.8349E-1	-7.5000E+2
4.8361E-1	7.2827E-1	4.8361E-1	-3.5000E+2
4.8386E-1	7.3022E-1	4.8386E-1	2.3000E+1
4.8398E-1	7.2900E-1	4.8398E-1	1.4000E+2
4.8410E-1	7.2705E-1	4.8410E-1	2.9600E+2
4.8422E-1	7.2852E-1	4.8422E-1	-2.0400E+2
4.8434E-1	7.2827E-1	4.8434E-1	-4.2300E+2
4.8459E-1	7.2803E-1	4.8459E-1	-1.8400E+2
4.8471E-1	7.2925E-1	4.8471E-1	-5.8400E+2
4.8483E-1	7.2729E-1	4.8483E-1	3.0700E+2
4.8495E-1	7.2656E-1	4.8495E-1	5.0300E+2
4.8508E-1	7.2729E-1	4.8508E-1	-5.9000E+1
4.8532E-1	7.2681E-1	4.8532E-1	6.0500E+2
4.8544E-1	7.2559E-1	4.8544E-1	-8.0900E+2
4.8556E-1	7.2656E-1	4.8556E-1	2.3600E+2
4.8569E-1	7.2607E-1	4.8569E-1	-4.8100E+2
4.8581E-1	7.2583E-1	4.8581E-1	1.1400E+2
4.8593E-1	7.2485E-1	4.8593E-1	5.2300E+2
4.8617E-1	7.2656E-1	4.8617E-1	3.3800E+2
4.8630E-1	7.2632E-1	4.8630E-1	2.4000E+2
4.8642E-1	7.2607E-1	4.8642E-1	-2.1600E+2
4.8654E-1	7.2656E-1	4.8654E-1	-1.5200E+2
4.8666E-1	7.2510E-1	4.8666E-1	-4.1000E+1
4.8691E-1	7.2510E-1	4.8691E-1	-1.6100E+2
4.8703E-1	7.2461E-1	4.8703E-1	-3.3100E+2
4.8715E-1	7.2388E-1	4.8715E-1	1.5200E+2
4.8727E-1	7.2388E-1	4.8727E-1	-1.4600E+2
4.8740E-1	7.2437E-1	4.8740E-1	2.8500E+2
4.8764E-1	7.2241E-1	4.8764E-1	1.3900E+2
4.8776E-1	7.2388E-1	4.8776E-1	-2.5200E+2
4.8788E-1	7.2363E-1	4.8788E-1	3.2000E+1
4.8801E-1	7.2339E-1	4.8801E-1	7.5000E+1
4.8813E-1	7.2437E-1	4.8813E-1	-4.2000E+2
4.8837E-1	7.2290E-1	4.8837E-1	-4.4100E+2
4.8849E-1	7.2021E-1	4.8849E-1	6.3800E+2
4.8862E-1	7.2095E-1	4.8862E-1	-1.3600E+2
4.8874E-1	7.2119E-1	4.8874E-1	2.7800E+2
4.8886E-1	7.2119E-1	4.8886E-1	4.5000E+1
4.8910E-1	7.2070E-1	4.8910E-1	-3.0500E+2
4.8923E-1	7.2095E-1	4.8923E-1	3.5400E+2
4.8935E-1	7.2095E-1	4.8935E-1	-7.8900E+2
4.8947E-1	7.2119E-1	4.8947E-1	1.3900E+2
4.8959E-1	7.2046E-1	4.8959E-1	7.2000E+1
4.8984E-1	7.1899E-1	4.8984E-1	-4.6500E+2
4.8996E-1	7.1924E-1	4.8996E-1	-3.3400E+2
4.9008E-1	7.2021E-1	4.9008E-1	-4.3800E+2
4.9020E-1	7.1826E-1	4.9020E-1	-3.8100E+2
4.9033E-1	7.1997E-1	4.9033E-1	2.2100E+2
4.9057E-1	7.1899E-1	4.9057E-1	-5.4300E+2
4.9069E-1	7.1753E-1	4.9069E-1	3.4900E+2
4.9081E-1	7.1948E-1	4.9081E-1	-2.5600E+2
4.9094E-1	7.1899E-1	4.9094E-1	1.2000E+2
4.9106E-1	7.2046E-1	4.9106E-1	-1.2100E+2
4.9130E-1	7.1948E-1	4.9130E-1	7.0000E+1
4.9142E-1	7.2021E-1	4.9142E-1	-2.9600E+2
4.9155E-1	7.1973E-1	4.9155E-1	2.3000E+1
4.9167E-1	7.2144E-1	4.9167E-1	-7.6000E+1
4.9179E-1	7.2046E-1	4.9179E-1	-3.4700E+2
4.9191E-1	7.2070E-1	4.9191E-1	-6.2100E+2
4.9216E-1	7.2144E-1	4.9216E-1	3.3600E+2
4.9228E-1	7.2119E-1	4.9228E-1	-3.4000E+1
4.9240E-1	7.2095E-1	4.9240E-1	-7.2000E+2
4.9252E-1	7.2192E-1	4.9252E-1	-3.0100E+2
4.9264E-1	7.2095E-1	4.9264E-1	-3.8800E+2
4.9289E-1	7.2290E-1	4.9289E-1	4.3000E+1
4.9301E-1	7.2168E-1	4.9301E-1	4.2300E+2
4.9313E-1	7.2241E-1	4.9313E-1	5.9000E+1
4.9326E-1	7.2095E-1	4.9326E-1	1.3400E+2
4.9338E-1	7.2168E-1	4.9338E-1	-2.2100E+2
4.9362E-1	7.2192E-1	4.9362E-1	-3.5600E+2
4.9374E-1	7.2510E-1	4.9374E-1	-2.1600E+2
4.9387E-1	7.2510E-1	4.9387E-1	-2.6700E+2
4.9399E-1	7.2314E-1	4.9399E-1	-5.5100E+2
4.9411E-1	7.2388E-1	4.9411E-1	-3.8700E+2
4.9435E-1	7.2314E-1	4.9435E-1	-6.6900E+2
4.9448E-1	7.2388E-1	4.9448E-1	-3.5400E+2
4.9460E-1	7.2559E-1	4.9460E-1	-8.7500E+2
4.9472E-1	7.2388E-1	4.9472E-1	-8.6600E+2
4.9484E-1	7.2583E-1	4.9484E-1	-8.5800E+2
4.9509E-1	7.2681E-1	4.9509E-1	-6.0700E+2
4.9521E-1	7.2656E-1	4.9521E-1	-6.3700E+2
4.9533E-1	7.2681E-1	4.9533E-1	-4.3800E+2
4.9545E-1	7.2827E-1	4.9545E-1	-3.9800E+2
4.9557E-1	7.2583E-1	4.9557E-1	-6.8900E+2
4.9582E-1	7.2852E-1	4.9582E-1	-1.3410E+3
4.9594E-1	7.2949E-1	4.9594E-1	-1.2230E+3
4.9606E-1	7.3071E-1	4.9606E-1	-1.2680E+3
4.9619E-1	7.2998E-1	4.9619E-1	-1.3150E+3
4.9631E-1	7.3315E-1	4.9631E-1	-1.1150E+3
4.9655E-1	7.3340E-1	4.9655E-1	-1.3910E+3
4.9667E-1	7.3315E-1	4.9667E-1	-2.9800E+2
4.9680E-1	7.3438E-1	4.9680E-1	-6.1400E+2
4.9692E-1	7.3511E-1	4.9692E-1	-6.5100E+2
4.9704E-1	7.3486E-1	4.9704E-1	9.4000E+1
4.9728E-1	7.3438E-1	4.9728E-1	-2.1400E+2
4.9741E-1	7.3438E-1	4.9741E-1	-4.1000E+2
4.9753E-1	7.3364E-1	4.9753E-1	-2.1000E+2
4.9765E-1	7.3340E-1	4.9765E-1	1.8000E+1
4.9777E-1	7.3242E-1	4.9777E-1	7.6000E+2
4.9802E-1	7.3022E-1	4.9802E-1	3.1600E+2
4.9814E-1	7.3291E-1	4.9814E-1	5.6200E+2
4.9826E-1	7.2949E-1	4.9826E-1	7.8300E+2
4.9838E-1	7.2656E-1	4.9838E-1	-4.1000E+1
4.9850E-1	7.2754E-1	4.9850E-1	3.1100E+2
4.9875E-1	7.2681E-1	4.9875E-1	7.9700E+2
4.9887E-1	7.2461E-1	4.9887E-1	5.0900E+2
4.9899E-1	7.2681E-1	4.9899E-1	5.8500E+2
4.9911E-1	7.2437E-1	4.9911E-1	-1.6200E+2
4.9924E-1	7.2485E-1	4.9924E-1	4.8000E+2
4.9948E-1	7.2388E-1	4.9948E-1	7.0700E+2
4.9960E-1	7.2339E-1	4.9960E-1	-3.6500E+2
4.9973E-1	7.2461E-1	4.9973E-1	-1.4000E+1
4.9985E-1	7.2241E-1	4.9985E-1	1.5200E+2
4.9997E-1	7.2217E-1	4.9997E-1	-3.7000E+2
5.0021E-1	7.2437E-1	5.0021E-1	-1.2600E+2
5.0034E-1	7.2314E-1	5.0034E-1	1.7800E+2
5.0046E-1	7.2266E-1	5.0046E-1	-2.7700E+2
5.0058E-1	7.2217E-1	5.0058E-1	4.2700E+2
5.0070E-1	7.2241E-1	5.0070E-1	3.4000E+1
5.0095E-1	7.2363E-1	5.0095E-1	-1.5300E+2
5.0107E-1	7.2217E-1	5.0107E-1	-2.7200E+2
5.0119E-1	7.2192E-1	5.0119E-1	-1.5400E+2
5.0131E-1	7.2266E-1	5.0131E-1	-2.1200E+2
5.0143E-1	7.2437E-1	5.0143E-1	-7.4000E+1
5.0156E-1	7.2510E-1	5.0156E-1	-5.8100E+2
5.0180E-1	7.2290E-1	5.0180E-1	-2.8500E+2
5.0192E-1	7.2412E-1	5.0192E-1	-2.0500E+2
5.0204E-1	7.2485E-1	5.0204E-1	-1.7800E+2
5.0217E-1	7.2290E-1	5.0217E-1	-2.1700E+2
5.0229E-1	7.2583E-1	5.0229E-1	-5.6100E+2
5.0253E-1	7.2534E-1	5.0253E-1	-2.1400E+2
5.0266E-1	7.2510E-1	5.0266E-1	-8.8800E+2
5.0278E-1	7.2852E-1	5.0278E-1	-6.5300E+2
5.0290E-1	7.2729E-1	5.0290E-1	-1.1390E+3
5.0302E-1	7.2778E-1	5.0302E-1	-3.4500E+2
5.0327E-1	7.2754E-1	5.0327E-1	-9.4900E+2
5.0339E-1	7.2852E-1	5.0339E-1	-6.2900E+2
5.0351E-1	7.2729E-1	5.0351E-1	-2.5600E+2
5.0363E-1	7.3047E-1	5.0363E-1	-7.3500E+2
5.0375E-1	7.2925E-1	5.0375E-1	-6.2200E+2
5.0400E-1	7.3022E-1	5.0400E-1	-5.7000E+1
5.0412E-1	7.3022E-1	5.0412E-1	-4.6200E+2
5.0424E-1	7.2803E-1	5.0424E-1	1.7600E+2
5.0436E-1	7.2876E-1	5.0436E-1	9.6000E+1
