Aux out [V]	Aux in [V]	Aux out [V]	PDH out [a.u.]
1.4521E-1	4.4238E-1	1.4521E-1	1.2260E+3
1.4533E-1	4.4312E-1	1.4533E-1	1.0680E+3
1.4546E-1	4.4043E-1	1.4546E-1	4.7800E+2
1.4546E-1	4.4312E-1	1.4546E-1	1.3720E+3
1.4558E-1	4.4336E-1	1.4558E-1	6.3800E+2
1.4570E-1	4.4189E-1	1.4570E-1	1.5030E+3
1.4570E-1	4.4287E-1	1.4570E-1	9.2400E+2
1.4582E-1	4.4116E-1	1.4582E-1	1.3700E+3
1.4594E-1	4.4043E-1	1.4594E-1	7.5300E+2
1.4607E-1	4.4019E-1	1.4607E-1	9.0400E+2
1.4607E-1	4.3970E-1	1.4607E-1	1.1500E+3
1.4619E-1	4.3921E-1	1.4619E-1	7.9300E+2
1.4631E-1	4.4116E-1	1.4631E-1	9.8800E+2
1.4631E-1	4.4238E-1	1.4631E-1	1.4030E+3
1.4643E-1	4.4141E-1	1.4643E-1	1.2410E+3
1.4655E-1	4.4067E-1	1.4655E-1	1.1350E+3
1.4655E-1	4.4067E-1	1.4655E-1	6.0000E+2
1.4668E-1	4.4141E-1	1.4668E-1	1.6890E+3
1.4680E-1	4.4238E-1	1.4680E-1	1.0970E+3
1.4692E-1	4.4043E-1	1.4692E-1	9.8100E+2
1.4692E-1	4.3945E-1	1.4692E-1	9.5800E+2
1.4704E-1	4.4214E-1	1.4704E-1	9.1300E+2
1.4716E-1	4.4092E-1	1.4716E-1	3.7800E+2
1.4716E-1	4.3970E-1	1.4716E-1	1.0630E+3
1.4729E-1	4.4092E-1	1.4729E-1	3.5100E+2
1.4741E-1	4.4043E-1	1.4741E-1	1.1080E+3
1.4753E-1	4.4019E-1	1.4753E-1	1.0860E+3
1.4753E-1	4.3970E-1	1.4753E-1	9.4400E+2
1.4765E-1	4.4019E-1	1.4765E-1	1.0370E+3
1.4778E-1	4.3945E-1	1.4778E-1	9.8600E+2
1.4778E-1	4.4019E-1	1.4778E-1	6.4200E+2
1.4790E-1	4.3970E-1	1.4790E-1	1.2430E+3
1.4802E-1	4.4043E-1	1.4802E-1	1.3760E+3
1.4802E-1	4.3970E-1	1.4802E-1	1.0310E+3
1.4814E-1	4.4043E-1	1.4814E-1	9.1100E+2
1.4826E-1	4.4092E-1	1.4826E-1	7.5700E+2
1.4839E-1	4.4116E-1	1.4839E-1	6.1700E+2
1.4839E-1	4.3921E-1	1.4839E-1	1.2920E+3
1.4851E-1	4.3994E-1	1.4851E-1	5.6000E+2
1.4863E-1	4.3994E-1	1.4863E-1	8.1300E+2
1.4863E-1	4.3921E-1	1.4863E-1	1.2460E+3
1.4875E-1	4.3970E-1	1.4875E-1	3.0300E+2
1.4887E-1	4.4019E-1	1.4887E-1	7.5100E+2
1.4900E-1	4.3896E-1	1.4900E-1	1.0300E+3
1.4900E-1	4.4019E-1	1.4900E-1	1.0170E+3
1.4912E-1	4.4067E-1	1.4912E-1	1.2570E+3
1.4924E-1	4.3848E-1	1.4924E-1	9.3300E+2
1.4924E-1	4.3994E-1	1.4924E-1	6.1800E+2
1.4936E-1	4.4092E-1	1.4936E-1	9.1700E+2
1.4948E-1	4.3872E-1	1.4948E-1	5.8700E+2
1.4948E-1	4.3970E-1	1.4948E-1	1.5070E+3
1.4961E-1	4.4043E-1	1.4961E-1	8.5900E+2
1.4973E-1	4.3774E-1	1.4973E-1	7.3100E+2
1.4985E-1	4.3872E-1	1.4985E-1	1.4760E+3
1.4985E-1	4.3994E-1	1.4985E-1	9.3900E+2
1.4997E-1	4.3970E-1	1.4997E-1	1.0200E+3
1.5009E-1	4.4116E-1	1.5009E-1	6.0000E+2
1.5009E-1	4.3970E-1	1.5009E-1	8.9500E+2
1.5022E-1	4.3848E-1	1.5022E-1	8.5100E+2
1.5034E-1	4.4116E-1	1.5034E-1	1.2500E+3
1.5046E-1	4.3848E-1	1.5046E-1	5.4400E+2
1.5046E-1	4.3896E-1	1.5046E-1	6.6600E+2
1.5058E-1	4.3921E-1	1.5058E-1	8.3300E+2
1.5070E-1	4.3848E-1	1.5070E-1	6.1600E+2
1.5070E-1	4.3921E-1	1.5070E-1	5.6500E+2
1.5083E-1	4.4019E-1	1.5083E-1	5.8000E+2
1.5095E-1	4.3970E-1	1.5095E-1	1.3130E+3
1.5107E-1	4.3701E-1	1.5107E-1	2.3000E+2
1.5107E-1	4.3872E-1	1.5107E-1	1.0860E+3
1.5119E-1	4.3872E-1	1.5119E-1	8.1800E+2
1.5132E-1	4.3848E-1	1.5132E-1	5.5100E+2
1.5132E-1	4.3872E-1	1.5132E-1	8.5000E+1
1.5144E-1	4.3896E-1	1.5144E-1	7.8700E+2
1.5156E-1	4.3970E-1	1.5156E-1	1.2960E+3
1.5156E-1	4.4019E-1	1.5156E-1	7.5700E+2
1.5168E-1	4.3970E-1	1.5168E-1	1.1410E+3
1.5180E-1	4.3970E-1	1.5180E-1	8.1500E+2
1.5193E-1	4.3921E-1	1.5193E-1	6.2700E+2
1.5193E-1	4.3970E-1	1.5193E-1	1.0110E+3
1.5205E-1	4.4092E-1	1.5205E-1	5.6200E+2
1.5217E-1	4.3970E-1	1.5217E-1	9.3500E+2
1.5217E-1	4.3896E-1	1.5217E-1	1.1280E+3
1.5229E-1	4.3970E-1	1.5229E-1	8.9900E+2
1.5241E-1	4.3945E-1	1.5241E-1	1.1440E+3
1.5241E-1	4.3872E-1	1.5241E-1	9.9000E+2
1.5254E-1	4.4067E-1	1.5254E-1	1.1480E+3
1.5266E-1	4.3994E-1	1.5266E-1	5.1800E+2
1.5278E-1	4.3750E-1	1.5278E-1	1.5680E+3
1.5278E-1	4.3994E-1	1.5278E-1	3.4500E+2
1.5290E-1	4.3945E-1	1.5290E-1	6.5300E+2
1.5302E-1	4.4043E-1	1.5302E-1	1.0130E+3
1.5302E-1	4.4043E-1	1.5302E-1	6.2500E+2
1.5315E-1	4.4141E-1	1.5315E-1	1.1010E+3
1.5327E-1	4.3823E-1	1.5327E-1	1.0660E+3
1.5339E-1	4.3994E-1	1.5339E-1	5.9600E+2
1.5339E-1	4.4043E-1	1.5339E-1	1.0440E+3
1.5351E-1	4.4141E-1	1.5351E-1	8.4600E+2
1.5363E-1	4.4043E-1	1.5363E-1	-1.2100E+2
1.5363E-1	4.4043E-1	1.5363E-1	1.1730E+3
1.5376E-1	4.4141E-1	1.5376E-1	1.0900E+2
1.5388E-1	4.4116E-1	1.5388E-1	5.1300E+2
1.5388E-1	4.4141E-1	1.5388E-1	7.8400E+2
1.5400E-1	4.3970E-1	1.5400E-1	9.2600E+2
1.5412E-1	4.4019E-1	1.5412E-1	4.3400E+2
1.5425E-1	4.3970E-1	1.5425E-1	6.9100E+2
1.5425E-1	4.4141E-1	1.5425E-1	7.2800E+2
1.5437E-1	4.4165E-1	1.5437E-1	8.0100E+2
1.5449E-1	4.3994E-1	1.5449E-1	7.5800E+2
1.5449E-1	4.3994E-1	1.5449E-1	6.5500E+2
1.5461E-1	4.3945E-1	1.5461E-1	4.4900E+2
1.5473E-1	4.4189E-1	1.5473E-1	9.2000E+1
1.5486E-1	4.4116E-1	1.5486E-1	1.1830E+3
1.5486E-1	4.4189E-1	1.5486E-1	6.0600E+2
1.5498E-1	4.4189E-1	1.5498E-1	1.0130E+3
1.5510E-1	4.3994E-1	1.5510E-1	1.0470E+3
1.5510E-1	4.4043E-1	1.5510E-1	1.0110E+3
1.5522E-1	4.4067E-1	1.5522E-1	4.7300E+2
1.5534E-1	4.4189E-1	1.5534E-1	5.4900E+2
1.5534E-1	4.4116E-1	1.5534E-1	7.7100E+2
1.5547E-1	4.4092E-1	1.5547E-1	6.4700E+2
1.5559E-1	4.4092E-1	1.5559E-1	4.7400E+2
1.5571E-1	4.4214E-1	1.5571E-1	8.7900E+2
1.5571E-1	4.3994E-1	1.5571E-1	7.3900E+2
1.5583E-1	4.4019E-1	1.5583E-1	8.2200E+2
1.5595E-1	4.4189E-1	1.5595E-1	1.0990E+3
1.5595E-1	4.4287E-1	1.5595E-1	8.0000E+2
1.5608E-1	4.4116E-1	1.5608E-1	8.2000E+2
1.5620E-1	4.4067E-1	1.5620E-1	9.5000E+2
1.5632E-1	4.4214E-1	1.5632E-1	9.2900E+2
1.5632E-1	4.4067E-1	1.5632E-1	4.0200E+2
1.5644E-1	4.4336E-1	1.5644E-1	4.8000E+2
1.5656E-1	4.4287E-1	1.5656E-1	1.1930E+3
1.5656E-1	4.4312E-1	1.5656E-1	1.3170E+3
1.5669E-1	4.4189E-1	1.5669E-1	5.6100E+2
1.5681E-1	4.4092E-1	1.5681E-1	7.5800E+2
1.5693E-1	4.4287E-1	1.5693E-1	5.9800E+2
1.5693E-1	4.4385E-1	1.5693E-1	8.3800E+2
1.5705E-1	4.4312E-1	1.5705E-1	4.0900E+2
1.5718E-1	4.4263E-1	1.5718E-1	1.0500E+3
1.5718E-1	4.4165E-1	1.5718E-1	6.0000E+2
1.5730E-1	4.4287E-1	1.5730E-1	7.1800E+2
1.5742E-1	4.4165E-1	1.5742E-1	8.7700E+2
1.5742E-1	4.4263E-1	1.5742E-1	3.0000E+1
1.5754E-1	4.4141E-1	1.5754E-1	7.2200E+2
1.5766E-1	4.4263E-1	1.5766E-1	2.7000E+2
1.5779E-1	4.4189E-1	1.5779E-1	7.2800E+2
1.5779E-1	4.4287E-1	1.5779E-1	9.0000E+1
1.5791E-1	4.4189E-1	1.5791E-1	8.7400E+2
1.5803E-1	4.4458E-1	1.5803E-1	1.9200E+2
1.5803E-1	4.4312E-1	1.5803E-1	5.2700E+2
1.5815E-1	4.4287E-1	1.5815E-1	9.0800E+2
1.5827E-1	4.4312E-1	1.5827E-1	9.5100E+2
1.5827E-1	4.4360E-1	1.5827E-1	8.3100E+2
1.5840E-1	4.4482E-1	1.5840E-1	7.4200E+2
1.5852E-1	4.4336E-1	1.5852E-1	1.0950E+3
1.5864E-1	4.4385E-1	1.5864E-1	7.0000E+2
1.5864E-1	4.4458E-1	1.5864E-1	1.1900E+3
1.5876E-1	4.4360E-1	1.5876E-1	1.0000E+0
1.5888E-1	4.4458E-1	1.5888E-1	7.9600E+2
1.5888E-1	4.4531E-1	1.5888E-1	5.9400E+2
1.5901E-1	4.4531E-1	1.5901E-1	7.6000E+2
1.5913E-1	4.4360E-1	1.5913E-1	4.4700E+2
1.5925E-1	4.4531E-1	1.5925E-1	3.0100E+2
1.5925E-1	4.4458E-1	1.5925E-1	7.5100E+2
1.5937E-1	4.4507E-1	1.5937E-1	7.4400E+2
1.5949E-1	4.4580E-1	1.5949E-1	6.2200E+2
1.5949E-1	4.4849E-1	1.5949E-1	2.9800E+2
1.5962E-1	4.4556E-1	1.5962E-1	8.1300E+2
1.5974E-1	4.4604E-1	1.5974E-1	1.9600E+2
1.5974E-1	4.4629E-1	1.5974E-1	9.0000E+1
1.5986E-1	4.4580E-1	1.5986E-1	7.2200E+2
1.5998E-1	4.4751E-1	1.5998E-1	6.1800E+2
1.6010E-1	4.4580E-1	1.6010E-1	7.2800E+2
1.6010E-1	4.4580E-1	1.6010E-1	6.5600E+2
1.6023E-1	4.4653E-1	1.6023E-1	1.0260E+3
1.6035E-1	4.4653E-1	1.6035E-1	2.3800E+2
1.6035E-1	4.4604E-1	1.6035E-1	8.9900E+2
1.6047E-1	4.4775E-1	1.6047E-1	4.4300E+2
1.6059E-1	4.4702E-1	1.6059E-1	3.5700E+2
1.6072E-1	4.4922E-1	1.6072E-1	4.9100E+2
1.6072E-1	4.4751E-1	1.6072E-1	1.9200E+2
1.6084E-1	4.4751E-1	1.6084E-1	4.6000E+2
1.6096E-1	4.4873E-1	1.6096E-1	5.1000E+2
1.6096E-1	4.4922E-1	1.6096E-1	8.0000E+2
1.6108E-1	4.4678E-1	1.6108E-1	9.2700E+2
1.6120E-1	4.4800E-1	1.6120E-1	7.7900E+2
1.6133E-1	4.4824E-1	1.6133E-1	5.0500E+2
1.6133E-1	4.4775E-1	1.6133E-1	1.0200E+2
1.6145E-1	4.4727E-1	1.6145E-1	1.8300E+2
1.6157E-1	4.4702E-1	1.6157E-1	5.8000E+1
1.6157E-1	4.4751E-1	1.6157E-1	1.2300E+2
1.6169E-1	4.5020E-1	1.6169E-1	8.5000E+1
1.6181E-1	4.4971E-1	1.6181E-1	5.6400E+2
1.6181E-1	4.4849E-1	1.6181E-1	1.0790E+3
1.6194E-1	4.4775E-1	1.6194E-1	5.0900E+2
1.6206E-1	4.4946E-1	1.6206E-1	7.0500E+2
1.6218E-1	4.4946E-1	1.6218E-1	1.0330E+3
1.6218E-1	4.4849E-1	1.6218E-1	9.0400E+2
1.6230E-1	4.4995E-1	1.6230E-1	9.9100E+2
1.6242E-1	4.5068E-1	1.6242E-1	3.6100E+2
1.6242E-1	4.5117E-1	1.6242E-1	6.9500E+2
1.6255E-1	4.5142E-1	1.6255E-1	4.4400E+2
1.6267E-1	4.5142E-1	1.6267E-1	6.9500E+2
1.6279E-1	4.5313E-1	1.6279E-1	3.7900E+2
1.6279E-1	4.5142E-1	1.6279E-1	5.7800E+2
1.6291E-1	4.5068E-1	1.6291E-1	5.7400E+2
1.6303E-1	4.5117E-1	1.6303E-1	5.2700E+2
1.6303E-1	4.5264E-1	1.6303E-1	3.8100E+2
1.6316E-1	4.5239E-1	1.6316E-1	1.1260E+3
1.6328E-1	4.5166E-1	1.6328E-1	5.1400E+2
1.6328E-1	4.5142E-1	1.6328E-1	7.8200E+2
1.6340E-1	4.5190E-1	1.6340E-1	3.8000E+2
1.6352E-1	4.5215E-1	1.6352E-1	3.5600E+2
1.6365E-1	4.5288E-1	1.6365E-1	8.0000E+0
1.6365E-1	4.5215E-1	1.6365E-1	7.5800E+2
1.6377E-1	4.5337E-1	1.6377E-1	7.8600E+2
1.6389E-1	4.5459E-1	1.6389E-1	4.8400E+2
1.6389E-1	4.5215E-1	1.6389E-1	5.1100E+2
1.6401E-1	4.5313E-1	1.6401E-1	3.7400E+2
1.6413E-1	4.5410E-1	1.6413E-1	7.4700E+2
1.6413E-1	4.5337E-1	1.6413E-1	5.0000E+2
1.6426E-1	4.5459E-1	1.6426E-1	6.7600E+2
1.6438E-1	4.5459E-1	1.6438E-1	5.6700E+2
1.6450E-1	4.5386E-1	1.6450E-1	8.7100E+2
1.6450E-1	4.5337E-1	1.6450E-1	3.5800E+2
1.6462E-1	4.5410E-1	1.6462E-1	2.8100E+2
1.6474E-1	4.5386E-1	1.6474E-1	1.8700E+2
1.6474E-1	4.5557E-1	1.6474E-1	4.1200E+2
1.6487E-1	4.5630E-1	1.6487E-1	4.2700E+2
1.6499E-1	4.5508E-1	1.6499E-1	7.1300E+2
1.6511E-1	4.5630E-1	1.6511E-1	2.0700E+2
1.6511E-1	4.5508E-1	1.6511E-1	-2.8800E+2
1.6523E-1	4.5605E-1	1.6523E-1	6.4500E+2
1.6535E-1	4.5728E-1	1.6535E-1	3.1200E+2
1.6535E-1	4.5630E-1	1.6535E-1	6.6700E+2
1.6548E-1	4.5483E-1	1.6548E-1	1.3000E+1
1.6560E-1	4.5752E-1	1.6560E-1	3.3800E+2
1.6560E-1	4.5776E-1	1.6560E-1	2.3800E+2
1.6572E-1	4.5825E-1	1.6572E-1	9.0000E+2
1.6584E-1	4.5728E-1	1.6584E-1	3.1800E+2
1.6596E-1	4.5850E-1	1.6596E-1	1.0420E+3
1.6596E-1	4.5850E-1	1.6596E-1	1.0500E+3
1.6609E-1	4.5972E-1	1.6609E-1	9.4400E+2
1.6621E-1	4.5825E-1	1.6621E-1	6.5600E+2
1.6621E-1	4.6069E-1	1.6621E-1	3.4000E+1
1.6633E-1	4.6167E-1	1.6633E-1	-2.2800E+2
1.6645E-1	4.5850E-1	1.6645E-1	2.4100E+2
1.6658E-1	4.5825E-1	1.6658E-1	8.2200E+2
1.6658E-1	4.5898E-1	1.6658E-1	-1.0000E+0
1.6670E-1	4.5972E-1	1.6670E-1	4.2200E+2
1.6682E-1	4.6167E-1	1.6682E-1	3.7000E+2
1.6682E-1	4.5923E-1	1.6682E-1	2.0300E+2
1.6694E-1	4.6167E-1	1.6694E-1	4.2100E+2
1.6706E-1	4.6143E-1	1.6706E-1	4.2700E+2
1.6719E-1	4.6289E-1	1.6719E-1	7.4800E+2
1.6719E-1	4.6045E-1	1.6719E-1	2.3000E+1
1.6731E-1	4.6191E-1	1.6731E-1	5.9300E+2
1.6743E-1	4.6118E-1	1.6743E-1	6.2400E+2
1.6743E-1	4.6240E-1	1.6743E-1	3.7600E+2
1.6755E-1	4.6289E-1	1.6755E-1	-3.5200E+2
1.6767E-1	4.6143E-1	1.6767E-1	2.0000E+2
1.6767E-1	4.6094E-1	1.6767E-1	3.6000E+2
1.6780E-1	4.6558E-1	1.6780E-1	6.9600E+2
1.6792E-1	4.6313E-1	1.6792E-1	5.3200E+2
1.6804E-1	4.6240E-1	1.6804E-1	2.4900E+2
1.6804E-1	4.6533E-1	1.6804E-1	3.4800E+2
1.6816E-1	4.6509E-1	1.6816E-1	7.3500E+2
1.6828E-1	4.6582E-1	1.6828E-1	-3.7600E+2
1.6828E-1	4.6631E-1	1.6828E-1	7.3300E+2
1.6841E-1	4.6558E-1	1.6841E-1	2.9800E+2
1.6853E-1	4.6606E-1	1.6853E-1	6.4200E+2
1.6865E-1	4.6704E-1	1.6865E-1	-1.1400E+2
1.6865E-1	4.6680E-1	1.6865E-1	4.9800E+2
1.6877E-1	4.6484E-1	1.6877E-1	6.1800E+2
1.6889E-1	4.6899E-1	1.6889E-1	2.2500E+2
1.6889E-1	4.6582E-1	1.6889E-1	2.6700E+2
1.6902E-1	4.6851E-1	1.6902E-1	1.2100E+2
1.6914E-1	4.6899E-1	1.6914E-1	1.0820E+3
1.6914E-1	4.6997E-1	1.6914E-1	4.5300E+2
1.6926E-1	4.6826E-1	1.6926E-1	4.8000E+1
1.6938E-1	4.6997E-1	1.6938E-1	7.0000E+1
1.6950E-1	4.6826E-1	1.6950E-1	1.6000E+1
1.6950E-1	4.6704E-1	1.6950E-1	3.3800E+2
1.6963E-1	4.7021E-1	1.6963E-1	3.4800E+2
1.6975E-1	4.6899E-1	1.6975E-1	4.1800E+2
1.6975E-1	4.6973E-1	1.6975E-1	-1.7900E+2
1.6987E-1	4.7144E-1	1.6987E-1	5.6000E+2
1.6999E-1	4.6777E-1	1.6999E-1	5.3500E+2
1.6999E-1	4.6997E-1	1.6999E-1	1.8900E+2
1.7012E-1	4.7241E-1	1.7012E-1	1.2700E+2
1.7024E-1	4.7192E-1	1.7024E-1	3.0500E+2
1.7036E-1	4.7095E-1	1.7036E-1	1.1000E+2
1.7036E-1	4.7168E-1	1.7036E-1	5.4500E+2
1.7048E-1	4.7241E-1	1.7048E-1	-1.8000E+2
1.7060E-1	4.7241E-1	1.7060E-1	2.8700E+2
1.7060E-1	4.7241E-1	1.7060E-1	1.5000E+2
1.7073E-1	4.7144E-1	1.7073E-1	1.4900E+2
1.7085E-1	4.7192E-1	1.7085E-1	6.2000E+2
1.7097E-1	4.7290E-1	1.7097E-1	-9.0000E+1
1.7097E-1	4.7339E-1	1.7097E-1	2.3600E+2
1.7109E-1	4.7510E-1	1.7109E-1	3.6900E+2
1.7121E-1	4.7412E-1	1.7121E-1	1.3200E+2
1.7121E-1	4.7437E-1	1.7121E-1	1.5600E+2
1.7134E-1	4.7388E-1	1.7134E-1	3.8500E+2
1.7146E-1	4.7559E-1	1.7146E-1	3.6300E+2
1.7146E-1	4.7461E-1	1.7146E-1	1.8700E+2
1.7158E-1	4.7681E-1	1.7158E-1	1.4100E+2
1.7170E-1	4.7705E-1	1.7170E-1	9.5300E+2
1.7182E-1	4.7534E-1	1.7182E-1	1.6700E+2
1.7182E-1	4.7632E-1	1.7182E-1	4.4900E+2
1.7195E-1	4.7705E-1	1.7195E-1	2.9200E+2
1.7207E-1	4.7705E-1	1.7207E-1	4.9400E+2
1.7207E-1	4.7949E-1	1.7207E-1	2.5700E+2
1.7219E-1	4.7852E-1	1.7219E-1	-2.4300E+2
1.7231E-1	4.7803E-1	1.7231E-1	-9.9500E+2
1.7243E-1	4.7876E-1	1.7243E-1	1.9000E+1
1.7243E-1	4.7900E-1	1.7243E-1	-4.6900E+2
1.7256E-1	4.7925E-1	1.7256E-1	1.8700E+2
1.7268E-1	4.7778E-1	1.7268E-1	-5.8500E+2
1.7268E-1	4.8169E-1	1.7268E-1	-1.3400E+2
1.7280E-1	4.8022E-1	1.7280E-1	2.2700E+2
1.7292E-1	4.7998E-1	1.7292E-1	5.8900E+2
1.7305E-1	4.8047E-1	1.7305E-1	1.0100E+2
1.7305E-1	4.7974E-1	1.7305E-1	-4.5600E+2
1.7317E-1	4.8193E-1	1.7317E-1	4.1200E+2
1.7329E-1	4.8193E-1	1.7329E-1	4.1400E+2
1.7329E-1	4.8267E-1	1.7329E-1	8.1000E+1
1.7341E-1	4.8193E-1	1.7341E-1	1.1400E+2
1.7353E-1	4.8242E-1	1.7353E-1	-1.4800E+2
1.7353E-1	4.8291E-1	1.7353E-1	-3.0900E+2
1.7366E-1	4.8022E-1	1.7366E-1	1.8700E+2
1.7378E-1	4.8267E-1	1.7378E-1	-1.9200E+2
1.7390E-1	4.8364E-1	1.7390E-1	1.7600E+2
1.7390E-1	4.8535E-1	1.7390E-1	1.2000E+1
1.7402E-1	4.8438E-1	1.7402E-1	2.1000E+1
1.7414E-1	4.8486E-1	1.7414E-1	3.3200E+2
1.7414E-1	4.8584E-1	1.7414E-1	2.0300E+2
1.7427E-1	4.8560E-1	1.7427E-1	8.8000E+1
1.7439E-1	4.8560E-1	1.7439E-1	5.7000E+1
1.7451E-1	4.8877E-1	1.7451E-1	3.4700E+2
1.7451E-1	4.8853E-1	1.7451E-1	1.3000E+1
1.7463E-1	4.8657E-1	1.7463E-1	5.3200E+2
1.7475E-1	4.8779E-1	1.7475E-1	8.4000E+1
1.7475E-1	4.8853E-1	1.7475E-1	1.0000E+1
1.7488E-1	4.8779E-1	1.7488E-1	-1.2300E+2
1.7500E-1	4.8730E-1	1.7500E-1	5.0400E+2
1.7500E-1	4.8950E-1	1.7500E-1	-6.6000E+1
1.7512E-1	4.8682E-1	1.7512E-1	-3.5800E+2
1.7524E-1	4.9023E-1	1.7524E-1	-3.4400E+2
1.7536E-1	4.9048E-1	1.7536E-1	1.3200E+2
1.7536E-1	4.8999E-1	1.7536E-1	2.1900E+2
1.7549E-1	4.8975E-1	1.7549E-1	-3.4000E+1
1.7561E-1	4.9023E-1	1.7561E-1	5.3800E+2
1.7561E-1	4.9121E-1	1.7561E-1	2.1400E+2
1.7573E-1	4.9268E-1	1.7573E-1	-2.0500E+2
1.7585E-1	4.9170E-1	1.7585E-1	1.2700E+2
1.7585E-1	4.9341E-1	1.7585E-1	7.2000E+1
1.7598E-1	4.9414E-1	1.7598E-1	-2.4500E+2
1.7610E-1	4.9463E-1	1.7610E-1	-5.8700E+2
1.7622E-1	4.9341E-1	1.7622E-1	-2.4000E+1
1.7622E-1	4.9512E-1	1.7622E-1	-8.8000E+1
1.7634E-1	4.9536E-1	1.7634E-1	-3.9400E+2
1.7646E-1	4.9438E-1	1.7646E-1	3.0000E+1
1.7646E-1	4.9561E-1	1.7646E-1	-2.0500E+2
1.7659E-1	4.9536E-1	1.7659E-1	-1.7700E+2
1.7671E-1	4.9609E-1	1.7671E-1	2.3300E+2
1.7683E-1	4.9683E-1	1.7683E-1	5.9100E+2
1.7683E-1	4.9536E-1	1.7683E-1	-5.2300E+2
1.7695E-1	4.9683E-1	1.7695E-1	5.0500E+2
1.7707E-1	4.9658E-1	1.7707E-1	5.5100E+2
1.7707E-1	4.9683E-1	1.7707E-1	-4.5800E+2
1.7720E-1	4.9756E-1	1.7720E-1	1.0800E+2
1.7732E-1	4.9829E-1	1.7732E-1	-1.0000E+1
1.7744E-1	4.9780E-1	1.7744E-1	5.3100E+2
1.7744E-1	4.9805E-1	1.7744E-1	-3.2000E+1
1.7756E-1	5.0049E-1	1.7756E-1	5.6000E+1
1.7768E-1	5.0098E-1	1.7768E-1	-4.4700E+2
1.7768E-1	4.9976E-1	1.7768E-1	5.2000E+1
1.7781E-1	5.0049E-1	1.7781E-1	-8.5800E+2
1.7793E-1	5.0049E-1	1.7793E-1	2.4100E+2
1.7793E-1	5.0342E-1	1.7793E-1	-2.4200E+2
1.7805E-1	5.0146E-1	1.7805E-1	-3.0700E+2
1.7817E-1	5.0146E-1	1.7817E-1	1.4500E+2
1.7829E-1	5.0464E-1	1.7829E-1	-2.1000E+1
1.7829E-1	5.0317E-1	1.7829E-1	-2.9200E+2
1.7842E-1	5.0415E-1	1.7842E-1	-2.6100E+2
1.7854E-1	5.0562E-1	1.7854E-1	2.3000E+1
1.7854E-1	5.0513E-1	1.7854E-1	-1.1700E+2
1.7866E-1	5.0537E-1	1.7866E-1	2.4200E+2
1.7878E-1	5.0562E-1	1.7878E-1	-4.0100E+2
1.7890E-1	5.0684E-1	1.7890E-1	-6.4900E+2
1.7890E-1	5.0586E-1	1.7890E-1	6.4400E+2
1.7903E-1	5.0537E-1	1.7903E-1	-6.5400E+2
1.7915E-1	5.0610E-1	1.7915E-1	2.0700E+2
1.7915E-1	5.0684E-1	1.7915E-1	1.9500E+2
1.7927E-1	5.0659E-1	1.7927E-1	-4.0400E+2
1.7939E-1	5.0732E-1	1.7939E-1	4.3000E+1
1.7939E-1	5.0586E-1	1.7939E-1	1.4700E+2
1.7952E-1	5.0781E-1	1.7952E-1	-3.6300E+2
1.7964E-1	5.0732E-1	1.7964E-1	-1.0800E+2
1.7976E-1	5.0830E-1	1.7976E-1	-8.5000E+1
1.7976E-1	5.0952E-1	1.7976E-1	-4.9100E+2
1.7988E-1	5.0977E-1	1.7988E-1	-1.8500E+2
1.8000E-1	5.0952E-1	1.8000E-1	-4.5300E+2
1.8000E-1	5.1270E-1	1.8000E-1	1.5200E+2
1.8013E-1	5.1221E-1	1.8013E-1	-4.5000E+1
1.8025E-1	5.1099E-1	1.8025E-1	-2.4300E+2
1.8037E-1	5.1245E-1	1.8037E-1	-3.5600E+2
1.8037E-1	5.1294E-1	1.8037E-1	8.1000E+1
1.8049E-1	5.1196E-1	1.8049E-1	-5.4000E+1
1.8061E-1	5.1294E-1	1.8061E-1	-5.7600E+2
1.8061E-1	5.1343E-1	1.8061E-1	3.9000E+1
1.8074E-1	5.1367E-1	1.8074E-1	-1.8700E+2
1.8086E-1	5.1416E-1	1.8086E-1	-3.5800E+2
1.8086E-1	5.1318E-1	1.8086E-1	2.1200E+2
1.8098E-1	5.1367E-1	1.8098E-1	4.5000E+1
1.8110E-1	5.1660E-1	1.8110E-1	-3.2500E+2
1.8122E-1	5.1587E-1	1.8122E-1	5.2300E+2
1.8122E-1	5.1465E-1	1.8122E-1	-1.8300E+2
1.8135E-1	5.1685E-1	1.8135E-1	4.6000E+1
1.8147E-1	5.1587E-1	1.8147E-1	-1.0100E+2
1.8147E-1	5.1807E-1	1.8147E-1	2.3500E+2
1.8159E-1	5.1807E-1	1.8159E-1	-5.0000E+2
1.8171E-1	5.1929E-1	1.8171E-1	-2.0000E+2
1.8171E-1	5.1904E-1	1.8171E-1	-1.6900E+2
1.8183E-1	5.1978E-1	1.8183E-1	5.9000E+1
1.8196E-1	5.1978E-1	1.8196E-1	1.5900E+2
1.8208E-1	5.1978E-1	1.8208E-1	-1.0300E+2
1.8208E-1	5.2148E-1	1.8208E-1	2.3000E+1
1.8220E-1	5.2100E-1	1.8220E-1	-3.9600E+2
1.8232E-1	5.2124E-1	1.8232E-1	-5.5100E+2
1.8232E-1	5.2295E-1	1.8232E-1	-1.0800E+2
1.8245E-1	5.2319E-1	1.8245E-1	-3.4900E+2
1.8257E-1	5.2222E-1	1.8257E-1	-6.3000E+1
